"Label","Ville","Tel","Code Postal","Adresse","Longitude","Latitude","Type","codgeo","Code Région","nbAgents"
"Limas","Limas",,69400,,4.7,45.966667,"Police Municipale","69115",82,2
"Limonest","Limonest",,69760,,4.766667,45.833333,"Police Municipale","69116",82,1
"Lissieu","Lissieu",,69380,,4.75,45.866667,"Police Municipale","69117",82,1
"Lozanne","Lozanne",,69380,,4.683333,45.866667,"Police Municipale","69121",82,1
"Lucenay","Lucenay",,69480,,4.7,45.916667,"Police Municipale","69122",82,1
"Marcy-l'Étoile","Marcy-l'Étoile",,69280,,4.716667,45.783333,"Police Municipale","69127",82,2
"Meyzieu","Meyzieu",,69330,,5.003333,45.767222,"Police Municipale","69282",0,14
"Millery","Millery",,69390,,4.766667,45.633333,"Police Municipale","69133",82,2
"Mions","Mions",,69780,,4.95,45.666667,"Police Municipale","69283",82,9
"Morancé","Morancé",,69480,,4.7,45.9,"Police Municipale","69140",82,1
"Mornant","Mornant",,69440,,4.666667,45.616667,"Police Municipale","69141",82,1
"La Mulatière","La Mulatière",,69350,,4.8,45.733333,"Police Municipale","69142",82,3
"Neuville-sur-Saône","Neuville-sur-Saône",,69250,,4.85,45.866667,"Police Municipale","69143",82,4
"Oullins","Oullins",,69600,,4.8,45.716667,"Police Municipale","69149",82,9
"Pierre-Bénite","Pierre-Bénite",,69310,,4.816667,45.7,"Police Municipale","69152",82,5
"Pollionnay","Pollionnay",,69290,,4.65,45.766667,"Police Municipale","69154",82,1
"Pommiers","Pommiers",,69480,,4.683333,45.95,"Police Municipale","69156",82,1
"Pusignan","Pusignan",,69330,,5.066667,45.75,"Police Municipale","69285",82,2
"Quincieux","Quincieux",,69650,,4.783333,45.916667,"Police Municipale","69163",82,1
"Rillieux-la-Pape","Rillieux-La-Pape",,69140,,4.898333,45.821388,"Police Municipale","69286",0,16
"Sérézin-du-Rhône","Sérézin-du-Rhône",,69360,,4.833333,45.633333,"Police Municipale","69294",82,1
"Soucieu-en-Jarrest","Soucieu-en-Jarrest",,69510,,4.7,45.683333,"Police Municipale","69176",82,1
"Saint-Bonnet-de-Mure","Saint-Bonnet-de-Mure",,69720,,5.033333,45.683333,"Police Municipale","69287",82,4
"Saint-Cyr-au-Mont-d'Or","Saint-Cyr-au-Mont-d'Or",,69450,,4.816667,45.8,"Police Municipale","69191",82,2
"Saint-Didier-au-Mont-d'Or","Saint-Didier-au-Mont-d'Or",,69370,,4.8,45.8,"Police Municipale","69194",82,2
"Saint-Didier-sous-Riverie","Saint-Didier-sous-Riverie",,69440,,4.6,45.6,"Police Municipale","69195",82,1
"Saint-Étienne-des-Oullières","Saint-Étienne-des-Oullières",,69460,,4.65,46.066667,"Police Municipale","69197",82,1
"Saint-Fons","Saint-Fons",,69190,,4.866667,45.7,"Police Municipale","69199",82,32
"Saint-Genis-Laval","Saint-Genis-Laval",,69230,,4.8,45.683333,"Police Municipale","69204",82,8
"Saint-Genis-les-Ollières","Saint-Genis-les-Ollières",,69290,,4.733333,45.75,"Police Municipale","69205",82,3
"Saint-Georges-de-Reneins","Saint-Georges-de-Reneins",,69830,,4.716667,46.066667,"Police Municipale","69206",82,2
"Saint-Germain-au-Mont-d'Or","Saint-Germain-au-Mont-d'Or",,69650,,4.8,45.866667,"Police Municipale","69207",82,1
"Saint-Jean-d'Ardières","Saint-Jean-d'Ardières",,69220,,4.733333,46.116667,"Police Municipale","69211",82,1
"Saint-Laurent-de-Chamousset","Saint-Laurent-de-Chamousset",,69930,,4.466667,45.733333,"Police Municipale","69220",82,0
"Saint-Laurent-de-Mure","Saint-Laurent-de-Mure",,69720,,5.033333,45.683333,"Police Municipale","69288",82,5
"Saint-Martin-en-Haut","Saint-Martin-en-Haut",,69850,,4.55,45.65,"Police Municipale","69227",82,1
"Saint-Pierre-de-Chandieu","Saint-Pierre-de-Chandieu",,69780,,5.016667,45.65,"Police Municipale","69289",82,3
"Saint-Pierre-la-Palud","Saint-Pierre-la-Palud",,69210,,4.616667,45.783333,"Police Municipale","69231",82,1
"Saint-Priest","Saint-Priest",,69800,,4.933333,45.691667,"Police Municipale","69290",82,17
"Saint-Romain-en-Gal","Saint-Romain-en-Gal",,69560,,4.866667,45.533333,"Police Municipale","69235",82,2
"Saint-Symphorien-d'Ozon","Saint-Symphorien-d'Ozon",,69360,,4.866667,45.633333,"Police Municipale","69291",82,3
"Saint-Symphorien-sur-Coise","Saint-Symphorien-sur-Coise",,69590,,4.45,45.633333,"Police Municipale","69238",82,1
"Sainte-Colombe","Sainte-Colombe",,69560,,4.866667,45.516667,"Police Municipale","69189",82,2
"Sainte-Consorce","Sainte-Consorce",,69280,,4.7,45.766667,"Police Municipale","69190",82,1
"Sainte-Foy-l'Argentière","Sainte-Foy-l'Argentière",,69610,,4.466667,45.7,"Police Municipale","69201",82,1
"Sainte-Foy-lès-Lyon","Sainte-Foy-lès-Lyon",,69110,,4.8,45.733333,"Police Municipale","69202",82,6
"Taluyers","Taluyers",,69440,,4.733333,45.65,"Police Municipale","69241",82,1
"Tassin-la-Demi-Lune","Tassin-la-Demi-Lune",,69160,,4.783333,45.766667,"Police Municipale","69244",82,10
"Ternay","Ternay",,69360,,4.816667,45.616667,"Police Municipale","69297",82,2
"Thizy-les-Bourgs","Thizy",,69240,,4.316667,46.033333,"Police Municipale","69248",82,1
"Thurins","Thurins",,69510,,4.633333,45.683333,"Police Municipale","69249",82,2
"La Tour-de-Salvagny","La Tour-de-Salvagny",,69890,,4.716667,45.816667,"Police Municipale","69250",82,2
"Toussieu","Toussieu",,69780,,4.983333,45.65,"Police Municipale","69298",82,3
"Vaugneray","Vaugneray",,69670,,4.65,45.733333,"Police Municipale","69255",82,1
"Vaulx-en-Velin","Vaulx-en-Velin",,69120,,4.933333,45.783333,"Police Municipale","69256",82,16
"Vénissieux","Vénissieux",,69200,,4.883333,45.683333,"Police Municipale","69259",82,29
"Vernaison","Vernaison",,69390,,4.816667,45.65,"Police Municipale","69260",82,4
"Villefranche-sur-Saône","Villefranche-sur-Saône",,69400,,4.716667,45.983333,"Police Municipale","69264",82,28
"Villeurbanne","Villeurbanne",,69100,,4.883333,45.766667,"Police Municipale","69266",82,40
"Vourles","Vourles",,69390,,4.783333,45.666667,"Police Municipale","69268",82,2
"Vesoul","Vesoul",,70000,,6.166667,47.633333,"Police Municipale","70550",72,5
"Luxeuil-les-Bains","Luxeuil-les-Bains",,70300,,6.383333,47.816667,"Police Municipale","70311",72,5
"Lure","Lure",,70200,,6.5,47.683333,"Police Municipale","70310",72,2
"Gray","Gray",,70100,,5.583333,47.45,"Police Municipale","70279",72,5
"Saint-Loup-sur-Semouse","Saint-Loup-sur-Semouse",,70800,,6.266667,47.883333,"Police Municipale","70467",72,2
"Brevilliers","Brevilliers",,70400,,6.783333,47.583333,"Police Municipale","70096",72,1
"Autun","Autun",,71400,,4.3,46.95,"Police Municipale","71014",26,4
"Blanzy","Blanzy",,71450,,4.383333,46.7,"Police Municipale","71040",26,1
"Bourbon-Lancy","Bourbon-Lancy",,71140,,3.783333,46.616667,"Police Municipale","71047",26,1
"Buxy","Buxy",,71390,,4.683333,46.716667,"Police Municipale","71070",26,1
"Chagny","Chagny",,71150,,4.75,46.916667,"Police Municipale","71073",26,2
"Chalon-sur-Saône","Chalon-sur-Saône",,71530,,4.85,46.783333,"Police Municipale","71076",26,32
"Champforgeuil","Champforgeuil",,71530,,4.833333,46.816667,"Police Municipale","71081",26,1
"Charnay-lès-Mâcon","Charnay-lès-Mâcon",,71850,,4.783333,46.3,"Police Municipale","71105",26,1
"Charolles","Charolles",,71120,,4.283333,46.433333,"Police Municipale","71106",26,1
"Châtenoy-le-Royal","Châtenoy-le-Royal",,71880,,4.8,46.783333,"Police Municipale","71118",26,3
"Chauffailles","Chauffailles",,71170,,4.333333,46.2,"Police Municipale","71120",26,2
"Cluny","Cluny",,71250,,4.65,46.433333,"Police Municipale","71137",26,3
"Cormatin","Cormatin",,71460,,4.683333,46.55,"Police Municipale","71145",26,1
"Cuiseaux","Cuiseaux",,71480,,5.4,46.5,"Police Municipale","71157",26,
"Cuisery","Cuisery",,71290,,5.0,46.55,"Police Municipale","71158",26,2
"Demigny","Demigny",,71150,,4.833333,46.933333,"Police Municipale","71170",26,1
"Digoin","Digoin",,71160,,3.983333,46.483333,"Police Municipale","71176",26,
"Épervans","Épervans",,71380,,4.9,46.75,"Police Municipale","71189",26,1
"Gergy","Gergy",,71590,,4.933333,46.866667,"Police Municipale","71215",26,1
"Gilly-sur-Loire","Gilly-sur-Loire",,71160,,3.783333,46.533333,"Police Municipale","71220",26,1
"Gueugnon","Gueugnon",,71130,,4.066667,46.6,"Police Municipale","71230",26,3
"Hurigny","Hurigny",,71870,,4.8,46.35,"Police Municipale","71235",26,1
"La Chapelle-de-Guinchay","La Chapelle-de-Guinchay",,71570,,4.75,46.2,"Police Municipale","71090",26,1
"La Clayette","La Clayette",,71800,,4.3,46.283333,"Police Municipale","71133",26,2
"La Roche-Vineuse","La Roche-Vineuse",,71960,,4.716667,46.35,"Police Municipale","71371",26,1
"Le Creusot","Le Creusot",,71200,,4.433333,46.8,"Police Municipale","71153",26,5
"Louhans","Louhans",,71500,,5.216667,46.633333,"Police Municipale","71263",26,4
"Mâcon","Mâcon",,71870,,4.833333,46.3,"Police Municipale","71270",26,14
"Matour","Matour",,71520,,4.483333,46.3,"Police Municipale","71289",26,1
"Montceau-les-Mines","Montceau-les-Mines",,71300,,4.366667,46.666667,"Police Municipale","71306",26,5
"Montchanin","Montchanin",,71210,,4.45,46.75,"Police Municipale","71310",26,1
"Ouroux-sur-Saône","Ouroux-sur-Saône",,71370,,4.95,46.716667,"Police Municipale","71336",26,1
"Paray-le-Monial","Paray-le-Monial",,71600,,4.116667,46.45,"Police Municipale","71342",26,3
"Romanèche-Thorins","Romanèche-Thorins",,71570,,4.733333,46.183333,"Police Municipale","71372",26,1
"Rully","Rully",,71150,,4.75,46.866667,"Police Municipale","71378",26,1
"Saint-Gengoux-le-National","Saint-Gengoux-le-National",,71460,,4.65,46.616667,"Police Municipale","71417",26,1
"Saint-Germain-du-Bois","Saint-Germain-du-Bois",,71330,,5.25,46.75,"Police Municipale","71419",26,1
"Saint-Julien-de-Civry","Saint-Julien-de-Civry",,71610,,4.233333,46.366667,"Police Municipale","71433",26,1
"Saint-Léger-sur-Dheune","Saint-Léger-sur-Dheune",,71510,,4.633333,46.85,"Police Municipale","71442",26,1
"Saint-Marcel","Saint-Marcel",,71380,,4.9,46.783333,"Police Municipale","71445",26,2
"Saint-Rémy","Saint-Rémy",,71100,,4.833333,46.766667,"Police Municipale","71475",26,2
"Salornay-sur-Guye","Salornay-sur-Guye",,71250,,4.6,46.516667,"Police Municipale","71495",26,1
"Sancé","Sancé",,71000,,4.833333,46.333333,"Police Municipale","71497",26,1
"Sanvignes-les-Mines","Sanvignes-les-Mines",,71410,,4.3,46.666667,"Police Municipale","71499",26,1
"Sennecey-le-Grand","Sennecey-le-Grand",,71240,,4.866667,46.65,"Police Municipale","71512",26,1
"Torcy","Torcy",,71210,,4.45,46.766667,"Police Municipale","71540",26,2
"Tournus","Tournus",,71700,,4.9,46.566667,"Police Municipale","71543",26,4
"Varennes-lès-Mâcon","Varennes-lès-Mâcon",,71000,,4.8,46.266667,"Police Municipale","71556",26,1
"Vendenesse-sur-Arroux","Vendenesse-sur-Arroux",,71130,,4.066667,46.633333,"Police Municipale","71565",26,1
"Allonnes","Allonnes",,72700,,0.15,47.966667,"Police Municipale","72003",52,1
"Arnage","Arnage",,72230,,0.183333,47.933333,"Police Municipale","72008",52,1
"Bessé-sur-Braye","Bessé-sur-Braye",,72310,,0.75,47.833333,"Police Municipale","72035",52,1
"Bonnétable","Bonnétable",,72110,,0.433333,48.183333,"Police Municipale","72039",52,1
"Changé","Changé",,72560,,0.283333,47.983333,"Police Municipale","72058",52,1
"Château-du-Loir","Château-du-Loir",,72500,,0.416667,47.7,"Police Municipale","72071",52,3
"Connerré","Connerré",,72160,,0.5,48.05,"Police Municipale","72090",52,1
"Écommoy","Écommoy",,72220,,0.266667,47.833333,"Police Municipale","72124",52,4
"La Chartre-sur-le-Loir","La Chartre-sur-le-Loir",,72340,,0.583333,47.733333,"Police Municipale","72068",52,1
"La Ferté-Bernard","La Ferté-Bernard",,72400,,0.666667,48.183333,"Police Municipale","72132",52,6
"La Flèche","La Flèche",,72200,,-0.083333,47.7,"Police Municipale","72154",52,4
"La Suze-sur-Sarthe","La Suze-sur-Sarthe",,72210,,0.033333,47.9,"Police Municipale","72346",52,1
"Le Bailleul","Le Bailleul",,72200,,-0.158333,47.766667,"Police Municipale","72022",52,1
"Le Lude","Le Lude",,72800,,0.15,47.65,"Police Municipale","72176",52,1
"Le Mans","Le Mans",,72100,,0.2,48.0,"Police Municipale","72181",52,16
"Malicorne-sur-Sarthe","Malicorne-sur-Sarthe",,72270,,-0.083333,47.816667,"Police Municipale","72179",52,1
"Mamers","Mamers",,72600,,0.383333,48.35,"Police Municipale","72180",52,1
"Mayet","Mayet",,72360,,0.283333,47.766667,"Police Municipale","72191",52,1
"Moncé-en-Belin","Moncé-en-Belin",,72230,,0.2,47.9,"Police Municipale","72200",52,1
"Mulsanne","Mulsanne",,72230,,0.25,47.9,"Police Municipale","72213",52,1
"Noyen-sur-Sarthe","Noyen-sur-Sarthe",,72430,,-0.1,47.866667,"Police Municipale","72223",52,1
"Parcé-sur-Sarthe","Parcé-sur-Sarthe",,72300,,-0.2,47.85,"Police Municipale","72228",52,1
"Parigné-l'Évêque","Parigné-l'Évêque",,72250,,0.366667,47.933333,"Police Municipale","72231",52,1
"Ruaudin","Ruaudin",,72230,,0.266667,47.95,"Police Municipale","72260",52,2
"Sablé-sur-Sarthe","Sablé-sur-Sarthe",,72300,,-0.333333,47.833333,"Police Municipale","72264",52,5
"Saint-Calais","Saint-Calais",,72120,,0.75,47.916667,"Police Municipale","72269",52,1
"Solesmes","Solesmes",,72300,,-0.3,47.85,"Police Municipale","72336",52,1
"Aigueblanche","Aigueblanche",,73260,,6.5,45.5,"Police Municipale","73003",11,2
"Aime","Aime",,73210,,6.65,45.55,"Police Municipale","73006",11,7
"Aix-les-Bains","Aix-les-Bains",,73100,,5.916667,45.7,"Police Municipale","73008",11,16
"Albens","Albens",,73410,,5.95,45.783333,"Police Municipale","73010",11,1
"Albertville","Albertville",,73200,,6.383333,45.683333,"Police Municipale","73011",11,7
"Les Allues","Les Allues",,73550,,6.55,45.433333,"Police Municipale","73015",11,18
"Aussois","Aussois",,73500,,6.75,45.233333,"Police Municipale","73023",11,1
"Barberaz","Barberaz",,73000,,5.933333,45.55,"Police Municipale","73029",11,1
"Bassens","Bassens",,73000,,5.933333,45.583333,"Police Municipale","73031",11,1
"Beaufort","Beaufort-sur-Doron",,73270,,6.575,45.716667,"Police Municipale","73034",11,1
"Bellentre","Bellentre",,73210,,6.716667,45.566667,"Police Municipale","73038",11,1
"Bourg-Saint-Maurice","Bourg-Saint-Maurice",,73700,,6.766667,45.616667,"Police Municipale","73054",11,15
"Le Bourget-du-Lac","Le Bourget-du-Lac",,73370,,5.866667,45.65,"Police Municipale","73051",11,3
"Bozel","Bozel",,73350,,6.65,45.45,"Police Municipale","73055",11,2
"Brides-les-Bains","Brides-les-Bains",,73570,,6.566667,45.45,"Police Municipale","73057",11,5
"Cevins","Cevins",,73730,,6.466667,45.583333,"Police Municipale","73063",11,1
"Challes-les-Eaux","Challes-les-Eaux",,73190,,5.983333,45.55,"Police Municipale","73064",11,2
"Chambéry","Chambéry",,73000,,5.933333,45.566667,"Police Municipale","73065",11,40
"La Chambre","La Chambre",,73130,,6.3,45.366667,"Police Municipale","73067",11,1
"Chanaz","Chanaz",,73310,,5.783333,45.8,"Police Municipale","73073",11,1
"Les Chapelles","Les Chapelles",,73700,,6.733333,45.583333,"Police Municipale","73077",11,1
"Crest-Voland","Crest-Voland",,73590,,6.5,45.8,"Police Municipale","73094",11,1
"Cruet","Cruet",,73800,,6.083333,45.516667,"Police Municipale","73096",11,1
"Fourneaux","Fourneaux",,73500,,6.65,45.191667,"Police Municipale","73117",11,1
"Freney","Freney",,73500,,6.633333,45.2,"Police Municipale","73119",11,1
"Grésy-sur-Aix","Grésy-sur-Aix",,73100,,5.95,45.716667,"Police Municipale","73128",11,1
"Hauteluce","Hauteluce",,73620,,6.583333,45.75,"Police Municipale","73132",11,5
"Jacob-Bellecombette","Jacob-Bellecombette",,73000,,5.916667,45.55,"Police Municipale","73137",11,1
"Landry","Landry",,73210,,6.75,45.566667,"Police Municipale","73142",11,1
"Lanslebourg-Mont-Cenis","Lanslebourg-Mont-Cenis",,73480,,6.866667,45.283333,"Police Municipale","73143",11,1
"La Léchère","La Léchère",,73260,,6.466667,45.5,"Police Municipale","73187",11,2
"Modane","Modane",,73500,,6.666667,45.2,"Police Municipale","73157",11,2
"Montmélian","Montmélian",,73800,,6.066667,45.5,"Police Municipale","73171",11,2
"Montvalezan","Montvalezan",,73700,,6.833333,45.616667,"Police Municipale","73176",11,3
"La Motte-Servolex","La Motte-Servolex",,73290,,5.883333,45.6,"Police Municipale","73179",11,4
"Moûtiers","Moutiers",,73600,,6.533333,45.483333,"Police Municipale","73181",11,5
"Peisey-Nancroix","Peisey-Nancroix",,73210,,6.75,45.55,"Police Municipale","73197",11,1
"La Perrière","La Perrière",,73600,,6.591667,45.45,"Police Municipale","73198",11,1
"Le Pont-de-Beauvoisin","Le Pont-de-Beauvoisin",,73330,,5.666667,45.533333,"Police Municipale","73204",11,1
"Pralognan-la-Vanoise","Pralognan-la-Vanoise",,73710,,6.716667,45.383333,"Police Municipale","73206",11,1
"La Ravoire","La Ravoire",,73490,,5.966667,45.55,"Police Municipale","73213",11,5
"La Rochette","La Rochette",,73110,,6.108333,45.458333,"Police Municipale","73215",11,2
"Rognaix","Rognaix",,73730,,6.45,45.583333,"Police Municipale","73216",11,1
"Saint-Baldoph","Saint-Baldoph",,73190,,5.95,45.533333,"Police Municipale","73225",11,1
"Saint-Bon-Tarentaise","Saint-Bon-Tarentaise",,73120,,6.633333,45.433333,"Police Municipale","73227",11,25
"Sainte-Foy-Tarentaise","Sainte-Foy-Tarentaise",,73640,,6.883333,45.583333,"Police Municipale","73232",11,1
"Saint-Jean-de-Maurienne","Saint-Jean-de-Maurienne",,73300,,6.35,45.283333,"Police Municipale","73248",11,6
"Saint-Martin-de-Belleville","Saint-Martin-de-Belleville",,73440,,6.5,45.383333,"Police Municipale","73257",11,29
"Saint-Martin-de-la-Porte","Saint-Martin-de-la-Porte",,73140,,6.45,45.233333,"Police Municipale","73258",11,1
"Saint-Michel-de-Maurienne","Saint-Michel-de-Maurienne",,73140,,6.466667,45.216667,"Police Municipale","73261",11,1
"Saint-Pierre-d'Albigny","Saint-Pierre-d'Albigny",,73250,,6.15,45.566667,"Police Municipale","73270",11,4
"Saint-Sorlin-d'Arves","Saint-Sorlin-d'Arves",,73530,,6.233333,45.216667,"Police Municipale","73280",11,1
"Séez","Séez",,73700,,6.8,45.616667,"Police Municipale","73285",11,1
"Tignes","Tignes",,73320,,6.916667,45.5,"Police Municipale","73296",11,21
"Ugine","Ugine",,73400,,6.416667,45.75,"Police Municipale","73303",11,4
"Val-d'Isère","Val-d'Isère",,73150,,6.983333,45.45,"Police Municipale","73304",11,20
"Valloire","Valloire",,73450,,6.4262,45.165,"Police Municipale","73306",11,2
"Valmeinier","Valmeinier",,73450,,6.483333,45.183333,"Police Municipale","73307",11,1
"Villarembert","Villarembert",,73300,,6.283333,45.25,"Police Municipale","73318",11,1
"Villarodin-Bourget","Villarodin-Bourget",,73500,,6.716667,45.2,"Police Municipale","73322",11,1
"Villaroger","Villaroger",,73640,,6.866667,45.583333,"Police Municipale","73323",11,1
"Yenne","Yenne",,73170,,5.766667,45.7,"Police Municipale","73330",11,1
"Annecy","Annecy",,74000,,6.116667,45.9,"Police Municipale","74010",72,60
"Annecy-le-Vieux","Annecy-le-Vieux",,74940,,6.15,45.916667,"Police Municipale","74011",72,11
"Annemasse","Annemasse",,74100,,6.25,46.2,"Police Municipale","74012",72,30
"Arâches-la-Frasse","Arâches",,74300,,6.65,46.033333,"Police Municipale","74014",72,3
"Chamonix-Mont-Blanc","Chamonix-Mont-Blanc",,74400,,6.866667,45.916667,"Police Municipale","74056",72,14
"Châtel","Châtel",,74390,,6.833333,46.283333,"Police Municipale","74063",72,15
"Chens-sur-Léman","Chens-sur-Léman",,74140,,6.266667,46.333333,"Police Municipale","74070",72,1
"Cluses","Cluses",,74300,,6.6,46.066667,"Police Municipale","74081",72,13
"Combloux","Combloux",,74920,,6.65,45.9,"Police Municipale","74083",72,1
"Faucigny","Faucigny",,74130,,6.366667,46.116667,"Police Municipale","74122",72,9
"Cran-Gevrier","Cran-Gévrier",,74960,,6.1,45.9,"Police Municipale","74093",72,6
"Doussard","Doussard",,74210,,6.216667,45.766667,"Police Municipale","74104",72,1
"Douvaine","Douvaine",,74140,,6.3,46.316667,"Police Municipale","74105",72,2
"Étrembières","Étrembières",,74100,,6.233333,46.183333,"Police Municipale","74118",72,2
"Évian-les-Bains","Évian-les-Bains",,74500,,6.583333,46.383333,"Police Municipale","74119",72,9
"Faverges","Faverges",,74210,,6.3,45.75,"Police Municipale","74123",72,5
"Fillinges","Fillinges",,74250,,6.333333,46.166667,"Police Municipale","74128",72,2
"Gaillard","Gaillard",,74240,,6.216667,46.183333,"Police Municipale","74133",72,14
"La Balme-de-Sillingy","La Balme-de-Sillingy",,74330,,6.033333,45.966667,"Police Municipale","74026",72,2
"La Clusaz","La Clusaz",,74220,,6.416667,45.9,"Police Municipale","74080",72,3
"La Roche-sur-Foron","La Roche-sur-Foron",,74800,,6.316667,46.066667,"Police Municipale","74224",72,4
"Le Grand-Bornand","Le Grand-Bornand",,74450,,6.433333,45.95,"Police Municipale","74136",72,5
"Les Contamines-Montjoie","Les Contamines-Montjoie",,74170,,6.733333,45.833333,"Police Municipale","74085",72,1
"Les Gets","Les Gets",,74260,,6.666667,46.15,"Police Municipale","74134",72,6
"Les Houches","Les Houches",,74310,,6.8,45.883333,"Police Municipale","74143",72,1
"Magland","Magland",,74300,,6.616667,46.016667,"Police Municipale","74159",72,1
"Marnaz","Marnaz",,74460,,6.533333,46.066667,"Police Municipale","74169",72,2
"Megève","Megève",,74120,,6.616667,45.866667,"Police Municipale","74173",72,14
"Menthon-Saint-Bernard","Menthon-Saint-Bernard",,74290,,6.2,45.85,"Police Municipale","74176",72,1
"Messery","Messery",,74140,,6.3,46.35,"Police Municipale","74180",72,2
"Metz-Tessy","Metz-Tessy",,74370,,6.1,45.933333,"Police Municipale","74181",72,5
"Meythet","Meythet",,74960,,6.1,45.933333,"Police Municipale","74182",72,5
"Morzine","Morzine",,74110,,6.716667,46.183333,"Police Municipale","74191",72,3
"Passy","Passy",,74480,,6.683333,45.916667,"Police Municipale","74208",72,7
"Poisy","Poisy",,74330,,6.066667,45.916667,"Police Municipale","74213",72,2
"Reignier-Ésery","Reignier",,74930,,6.266667,46.133333,"Police Municipale","74220",72,2
"Rumilly","Rumilly",,74150,,5.95,45.866667,"Police Municipale","74225",72,11
"Saint-Jeoire","Saint-Jeoire",,74490,,6.466667,46.15,"Police Municipale","74241",72,1
"Saint-Jorioz","Saint-Jorioz",,74410,,6.166667,45.833333,"Police Municipale","74242",72,5
"Saint-Julien","Saint-Julien-en-Genevois",,74160,,6.083333,46.133333,"Police Municipale","74243",72,7
"Sallanches","Sallanches",,74700,,6.633333,45.933333,"Police Municipale","74256",72,6
"Samoëns","Samoëns",,74340,,6.733333,46.083333,"Police Municipale","74258",72,3
"Sciez","Sciez",,74140,,6.383333,46.333333,"Police Municipale","74263",72,2
"Scionzier","Scionzier",,74950,,6.566667,46.05,"Police Municipale","74264",72,2
"Sévrier","Sévrier",,74320,,6.133333,45.866667,"Police Municipale","74267",72,3
"Seynod","Seynod",,74600,,6.083333,45.883333,"Police Municipale","74268",72,10
"Saint-Gervais-les-Bains","Saint-Gervais-les-Bains",,74190,,6.716667,45.9,"Police Municipale","74236",72,3
"Talloires","Talloires",,74290,,6.216667,45.85,"Police Municipale","74275",72,1
"Thônes","Thônes",,74230,,6.333333,45.883333,"Police Municipale","74280",72,2
"Thonon-les-Bains","Thonon-les-Bains",,74200,,6.483333,46.366667,"Police Municipale","74281",72,27
"Thyez","Thyez",,74300,,6.533333,46.083333,"Police Municipale","74278",72,4
"Valleiry","Valleiry",,74520,,5.966667,46.116667,"Police Municipale","74288",72,1
"Veigy-Foncenex","Veigy-Foncenex",,74140,,6.25,46.266667,"Police Municipale","74293",72,1
"Vétraz-Monthoux","Vétraz-Monthoux",,74100,,6.266667,46.166667,"Police Municipale","74298",72,5
"Ville-la-Grand","Ville-la-Grand",,74100,,6.25,46.2,"Police Municipale","74305",72,6
"Viry","Viry",,74580,,6.033333,46.116667,"Police Municipale","74309",72,1
"Viuz-en-Sallaz","Viuz-en-Sallaz",,74250,,6.416667,46.15,"Police Municipale","74311",72,2
"Vulbens","Vulbens",,74520,,5.933333,46.1,"Police Municipale","74314",72,3
"Yvoire","Yvoire",,74140,,6.333333,46.366667,"Police Municipale","74315",72,6
"Amfreville-la-Mi-Voie","Amfreville-la-Mi-Voie",,76920,,1.116667,49.4,"Police Municipale","76005",23,2
"Arques-la-Bataille","Arques-la-Bataille",,76880,,1.133333,49.883333,"Police Municipale","76026",23,1
"Aumale","Aumale",,76390,,1.75,49.766667,"Police Municipale","76035",23,1
"Barentin","Barentin",,76360,,0.95,49.55,"Police Municipale","76057",23,5
"Berneval-le-Grand","Berneval-le-Grand",,76370,,1.183333,49.966667,"Police Municipale","76081",23,2
"Blangy-sur-Bresle","Blangy-sur-Bresle",,76340,,1.633333,49.933333,"Police Municipale","76101",23,3
"Bois-Guillaume-Bihorel","Bois-Guillaume",,76230,,1.133333,49.466667,"Police Municipale","76108",23,11
"Bolbec","Bolbec",,76210,,0.483333,49.566667,"Police Municipale","76114",23,1
"Bolleville","Bolleville",,76210,,0.566667,49.6,"Police Municipale","76115",23,1
"Bonsecours","Bonsecours",,76240,,1.133333,49.433333,"Police Municipale","76103",23,4
"Campneuseville","Campneuseville",,76340,,1.666667,49.866667,"Police Municipale","76154",23,1
"Canteleu","Canteleu",,76380,,1.033333,49.45,"Police Municipale","76157",23,5
"Cany-Barville","Cany-Barville",,76450,,0.633333,49.783333,"Police Municipale","76159",23,2
"Caudebec-lès-Elbeuf","Caudebec-lès-Elbeuf",,76320,,1.033333,49.283333,"Police Municipale","76165",23,4
"Cauville-sur-Mer","Cauville",,76930,,0.133333,49.6,"Police Municipale","76167",23,1
"Criel-sur-Mer","Criel-sur-Mer",,76910,,1.316667,50.016667,"Police Municipale","76192",23,2
"Criquetot-l'Esneval","Criquetot-l'Esneval",,76280,,0.266667,49.65,"Police Municipale","76196",23,1
"Darnétal","Darnétal",,76160,,1.15,49.45,"Police Municipale","76212",23,2
"Déville-lès-Rouen","Déville-lès-Rouen",,76250,,1.033333,49.466667,"Police Municipale","76216",23,3
"Dieppe","Dieppe",,76200,,1.083333,49.933333,"Police Municipale","76217",23,14
"Doudeville","Doudeville",,76560,,0.8,49.716667,"Police Municipale","76219",23,1
"Duclair","Duclair",,76480,,0.883333,49.483333,"Police Municipale","76222",23,1
"Elbeuf","Elbeuf",,76500,,1.0,49.283333,"Police Municipale","76231",23,7
"Envermeu","Envermeu",,76630,,1.266667,49.9,"Police Municipale","76235",23,1
"Étretat","Étretat",,76790,,0.2,49.7,"Police Municipale","76254",23,1
"Eu","Eu",,76260,,1.416667,50.05,"Police Municipale","76255",23,6
"Fauville-en-Caux","Fauville-en-Caux",,76640,,0.583333,49.65,"Police Municipale","76258",23,2
