nom_contextuel_unite|localite_unite|num_tph_fixe_unite|num_fax_unite|adresse_code_postal|adresse_geographique_unite|lambert93_x|lambert93_y
Brigade de proximité de Pellouailles-les-Vignes|PELLOUAILLES LES VIGNES|+33 2 41 76 84 97|+33 2 41 76 13 89|49112|79 Route Nationale 49112 PELLOUAILLES LES VIGNES|441225|6719130
Brigade de proximité de Montreuil-Juigné|MONTREUIL JUIGNE|+33 2 41 42 73 11|+33 2 41 42 74 74|49460|1 Allée jean Girault 49460 MONTREUIL JUIGNE|427757|6721320
Brigade de proximité de Durtal|DURTAL|+33 2 41 76 30 11|+33 2 41 76 16 80|49430|4 Avenue de Paris 49430 DURTAL|457817|6735449
Brigade de proximité de Chalonnes-sur-Loire|CHALONNES SUR LOIRE|+33 2 41 78 00 22|+33 2 41 78 41 96|49290|51 Avenue du 8 Mai 1945 49290 CHALONNES SUR LOIRE|415122|6700797
Brigade de proximité de Brissac-Quincé|BRISSAC QUINCE|+33 2 41 91 22 22|+33 2 41 91 73 82|49320|La Gonorderie 49320 BRISSAC QUINCE|440664|6699245
Brigade de proximité d'Angers|ANGERS|+33 2 41 22 94 40|+33 2 41 22 94 64|49000|Caserne Bouthet du Rivault 33 Rue du Nid-de-Pie 49000 ANGERS|428564|6714041
Brigade de proximité de Saint-Gildas-des-Bois|ST GILDAS DES BOIS|+33 2 40 01 40 14|+33 2 40 01 40 32|44530|4 Route de Missillac 44530 ST GILDAS DES BOIS|320007|6724838
Brigade de proximité de Saint-Étienne-de-Montluc|ST ETIENNE DE MONTLUC|+33 2 40 86 81 17|+33 2 40 86 85 61|44360|24 Avenue des Sports 44360 ST ETIENNE DE MONTLUC|338453|6697354
Brigade de proximité de Pontchâteau|PONTCHATEAU|+33 2 40 01 60 13|+33 2 40 01 60 21|44160|37 bis Rue Nantaise 44160 PONTCHATEAU|317025|6716363
Brigade de proximité d'Herbignac|HERBIGNAC|+33 2 40 88 90 17||44410|35 Boulevard de la Brière 44410 HERBIGNAC|299840|6718732
Brigade de proximité de Guérande|GUERANDE|+33 2 40 24 90 42|+33 2 40 24 91 49|44350|2 Rue Roger Camaret 44350 GUERANDE|291491|6705223
Brigade de proximité du Croisic|LE CROISIC|||44490|20 Avenue Henri Becquerel 44490 LE CROISIC|284093|6701383
Brigade de proximité de Saint-Père-en-Retz|ST PERE EN RETZ|+33 2 40 21 70 13||44320|45 Rue Neuve 44320 ST PERE EN RETZ|318122|6691052
Brigade de proximité de Sainte-Pazanne|STE PAZANNE|+33 2 40 02 41 97||44680|20 Avenue des Sports 44680 STE PAZANNE|335099|6677570
Brigade de proximité de Saint-Brevin-les-Pins|ST BREVIN LES PINS|+33 2 40 27 21 29|+33 2 40 27 13 23|44250|5 Route de la Gendarmerie 44250 ST BREVIN LES PINS|310163|6695477
Brigade de proximité de Pornic|PORNIC|+33 2 40 82 00 29||44210|1 Rue Auguste GUILMIN 44210 PORNIC|316031|6680252
Brigade de proximité du Pellerin|LE PELLERIN|+33 2 40 04 66 17|+33 2 40 04 61 41|44640|17 Rue de Villeneuve 44640 LE PELLERIN|339871|6687698
Brigade de proximité de Machecoul|MACHECOUL|+33 2 40 78 52 99|+33 2 40 78 56 12|44270|1 Boulevard du Calvaire 44270 MACHECOUL|334130|6666197
Brigade de proximité de Bourgneuf-en-Retz|BOURGNEUF EN RETZ|+33 2 40 21 40 06|+33 2 40 21 42 94|44580|15 Rue du Château-Gaillard 44580 BOURGNEUF EN RETZ|324390|6672153
Brigade de proximité de Paimboeuf|PAIMBOEUF|+33 2 40 27 50 23|+33 2 40 27 77 56|44560|34 Quai Eole 44560 PAIMBOEUF|319548|6699778
Brigade de proximité de Saint-Nicolas-de-Redon|ST NICOLAS DE REDON|+33 2 99 71 13 01||44460|19 Rue du Canal 44460 ST NICOLAS DE REDON|319333|6738667
Brigade de proximité de Saint-Julien-de-Vouvantes|ST JULIEN DE VOUVANTES|+33 2 40 55 50 17||44670|54 Rue de la Libération 44670 ST JULIEN DE VOUVANTES|381721|6735415
Brigade de proximité de Nozay|NOZAY|+33 2 40 79 40 17||44170|13 Route de Nantes 44170 NOZAY|352255|6728173
Brigade de proximité de la Meilleraye-de-Bretagne|LA MEILLERAYE DE BRETAGNE|+33 2 40 55 20 17||44520|130 Rue des Frères Temple 44520 LA MEILLERAYE DE BRETAGNE|369138|6726880
Brigade de proximité de Guémené-Penfao|GUEMENE PENFAO|+33 2 40 79 20 17||44290|Avenue de la Victoire 44290 GUEMENE PENFAO|337047|6736596
Brigade de proximité de Derval|DERVAL|+33 2 40 07 70 17|+33 2 40 07 82 27|44590|75 Rue de Chateaubriant 44590 DERVAL|350651|6740186
Brigade de proximité de Blain|BLAIN|+33 2 40 79 00 17|+33 2 40 79 97 18|44130|51 bis Rue de Redon 44130 BLAIN|340713|6719530
Brigade de proximité de Châteaubriant|CHATEAUBRIANT|+33 2 40 81 00 17|+33 2 40 81 89 80|44110|Route de Saint-Aubin-des-Châteaux 44110 CHATEAUBRIANT|370956|6744545
Brigade de proximité de Varades|VARADES|+33 2 40 83 43 01|+33 2 40 83 41 03|44370|517 Rue du Parc 44370 VARADES|395882|6706485
Brigade de proximité de Saint-Mars-la-Jaille|ST MARS LA JAILLE|+33 2 40 97 01 17||44540|16 Boulevard Jules Ferry 44540 ST MARS LA JAILLE|385475|6722444
Brigade de proximité de Riaillé|RIAILLE|+33 2 40 97 82 17|+33 2 40 97 87 40|44440|Résidence Bel-Air Boulevard Sophie Trébuchet 44440 RIAILLE|376535|6722047
Brigade de proximité d'Oudon|OUDON|+33 2 40 83 60 01|+33 2 40 83 82 88|44521|399 Rue d'Anjou 44521 OUDON|376810|6702964
Brigade de proximité du Loroux-Bottereau|LE LOROUX BOTTEREAU|+33 2 40 33 80 17||44430|50 Rue de la Loire 44430 LE LOROUX BOTTEREAU|370687|6691357
Brigade de proximité d'Ancenis|ANCENIS|+33 2 40 83 00 17||44150|570 Rue René Urien 44150 ANCENIS|384249|6705070
Brigade de proximité de Vallet|VALLET|+33 2 40 36 20 17|+33 2 40 36 61 42|44330|45 Route de Clisson 44330 VALLET|376585|6681936
Brigade de proximité de Sautron|SAUTRON|+33 2 40 63 46 10||44880|1 Rue de l'Eglise 44880 SAUTRON|346891|6695165
Brigade de proximité de Saint-Philbert-de-Grand-Lieu|ST PHILBERT DE GRAND LIEU|+33 2 40 78 70 17|+33 2 40 78 02 74|44310|2 Rue Garangeoires 44310 ST PHILBERT DE GRAND LIEU|347835|6670314
Brigade de proximité de Legé|LEGE|+33 2 40 26 37 17|+33 2 40 26 37 13|44650|32 Rue de la Chaussée 44650 LEGE|350435|6653185
Brigade de proximité de Clisson|GETIGNE|+33 2 40 36 12 17|+33 2 40 36 12 06|44190|Route de Poitiers Toute-Joie 44190 GETIGNE|375933|6673882
Brigade de proximité de Bouaye|BOUAYE|+33 2 40 65 41 17|+33 2 40 65 52 95|44830|1 Rue du Pinier 44830 BOUAYE|345470|6681756
Brigade de proximité d'Aigrefeuille-sur-Maine|AIGREFEUILLE SUR MAINE|+33 2 40 06 60 18||44140|Avenue de la Vendée 44140 AIGREFEUILLE SUR MAINE|366641|6673005
Brigade de proximité de Tourouvre|TOUROUVRE|+33 2 33 85 35 90|+33 2 33 85 35 94|61190|6 Rue des frères Juchereau 61190 TOUROUVRE|527328|6834208
Brigade de proximité du Theil|LE THEIL|+33 2 37 53 49 10|+33 2 37 53 49 14|61260|62 Avenue des Loges 61260 LE THEIL|527963|6798684
Brigade de proximité de Rémalard|REMALARD|+33 2 33 83 11 61|+33 2 33 83 11 65|61110|1 Place d'Oradour-sur-Glane 61110 REMALARD|535620|6816673
Brigade de proximité de Pervenchères|PERVENCHERES|+33 2 33 85 18 30|+33 2 33 85 18 34|61360|Le bourg 61360 PERVENCHERES|509795|6819048
Brigade de proximité de Nocé|NOCE|+33 2 33 85 27 10|+33 2 33 85 27 14|61340|1 Rue Ormicholet 61340 NOCE|528476|6810676
Brigade de proximité de Moulins-la-Marche|MOULINS LA MARCHE|+33 2 33 84 14 60|+33 2 33 84 14 64|61380|33 Rue du Stade 61380 MOULINS LA MARCHE|513882|6842302
Brigade de proximité de Longny-au-Perche|LONGNY AU PERCHE|+33 2 33 83 11 46|+33 2 33 83 11 50|61290|23 Rue de Milverton 61290 LONGNY AU PERCHE|534591|6827839
Brigade de proximité de l'Aigle|L AIGLE|+33 2 33 84 18 10|+33 2 33 84 18 14|61300|51 Avenue du Perche 61300 L AIGLE|526005|6852710
Brigade de proximité de Bellême|BELLEME|+33 2 33 85 29 01|+33 2 33 85 29 05|61130|Place du Général Leclerc 61130 BELLEME|519062|6811289
Brigade de proximité de Bazoches-sur-Hoëne|BAZOCHES SUR HOENE|+33 2 33 85 88 60|+33 2 33 85 88 64|61560|23 Rue du Presbytère 61560 BAZOCHES SUR HOENE|513409|6830929
Brigade de proximité de Mortagne-au-Perche|MORTAGNE AU PERCHE|+33 2 33 83 11 71|+33 2 33 83 11 75|61400|1 Rue Beaupré 61400 MORTAGNE AU PERCHE|519279|6827257
Brigade de proximité de Tinchebray|TINCHEBRAY|+33 2 33 62 37 00|+33 2 33 62 37 04|61800|36 Rue de Paris 61800 TINCHEBRAY|426202|6858238
Brigade de proximité de Passais|PASSAIS|+33 2 33 14 03 78|+33 2 33 14 03 82|61350|1 Chemin Guillaumé 61350 PASSAIS|423863|6830186
Brigade de proximité de Messei|MESSEI|+33 2 33 98 44 80|+33 2 33 98 44 84|61440|Rue Saint-Gervais 61440 MESSEI|440319|6851634
Brigade de proximité de Bagnoles-de-l'Orne|BAGNOLES DE L ORNE|+33 2 33 14 09 10|+33 2 33 14 09 14|61140|1 bis Boulevard de la Gâtinière 61140 BAGNOLES DE L ORNE|448319|6833099
Brigade de proximité de Flers|FLERS|+33 2 33 62 40 20|+33 2 33 62 40 24|61100|7 Rue Buisson-des-Grand 61100 FLERS|439109|6855565
Brigade de proximité de la Ferté-Macé|LA FERTE MACE|+33 2 33 14 03 33|+33 2 33 14 03 37|61600|10 Boulevard de la Fôret d'Andaine 61600 LA FERTE MACE|451860|6837287
Brigade de proximité d'Athis-de-l'Orne|ATHIS DE L ORNE|+33 2 33 62 81 80|+33 2 33 62 81 84|61430|15 Rue Berthelot 61430 ATHIS DE L ORNE|443393|6862696
Brigade de proximité de Domfront|DOMFRONT|+33 2 33 14 03 48|+33 2 33 14 03 52|61700|2 Rue Georges Clemenceau 61700 DOMFRONT|433563|6837035
Brigade de proximité de Vimoutiers|VIMOUTIERS|+33 2 33 12 23 30|+33 2 33 12 23 32|61120|1 Rue du Sous-Lieutenant Pierre Annic 61120 VIMOUTIERS|495044|6873616
Brigade de proximité de Trun|TRUN|+33 2 33 12 29 40|+33 2 33 12 29 44|61160|Rue Charlotte Corday 61160 TRUN|481985|6864781
Brigade de proximité de Putanges-Pont-Écrepin|PUTANGES PONT ECREPIN|+33 2 33 12 49 50|+33 2 33 12 49 54|61210|Rue du Lieutenant-colonel Giovannoni 61210 PUTANGES PONT ECREPIN|461422|6856322
Brigade de proximité de Mortrée|MORTREE|+33 2 33 12 49 30|+33 2 33 12 49 34|61570|1 Route d'Almenêches 61570 MORTREE|485050|6841757
Brigade de proximité du Merlerault|LE MERLERAULT|+33 2 33 12 42 10|+33 2 33 12 42 14|61240|39 Route de Granville 61240 LE MERLERAULT|499764|6847893
Brigade de proximité de Gacé|GACE|+33 2 33 12 47 95|+33 2 33 12 47 99|61230|Route Nationale 138 61230 GACE|502550|6857779
Brigade de proximité de la Ferté-Frênel|LA FERTE FRENEL|+33 2 33 84 18 85|+33 2 33 84 18 89|61550|3 Rue de Gacé 61550 LA FERTE FRENEL|516456|6862962
Brigade de proximité d'Exmes|EXMES|+33 2 33 12 47 00|+33 2 33 12 47 04|61310|Rue du Faubourg 61310 EXMES|493014|6854624
Brigade de proximité d'Écouché|ECOUCHE|+33 2 33 36 45 00|+33 2 33 36 45 04|61150|28 Avenue Léon Labbé 61150 ECOUCHE|470593|6850772
Brigade de proximité de Briouze|BRIOUZE|+33 2 33 62 37 10|+33 2 33 62 37 14|61220|26 Rue d'Argentan 61220 BRIOUZE|452822|6849721
Brigade de proximité d'Argentan|ARGENTAN|+33 2 33 12 49 00|+33 2 33 12 49 15|61200|Quartier Lescot 26 Avenue de Paris 61200 ARGENTAN|478815|6854085
Brigade de proximité de Sées|SEES|+33 2 33 82 41 95|+33 2 33 82 41 99|61500|10 Route de Rouen 61500 SEES|490889|6835823
Brigade de proximité du Mêle-sur-Sarthe|LE MELE SUR SARTHE|+33 2 33 82 28 60|+33 2 33 82 28 64|61170|Avenue de Falkenstein 61170 LE MELE SUR SARTHE|504650|6826556
Brigade de proximité de Courtomer|COURTOMER|+33 2 33 80 44 40|+33 2 33 80 44 44|61390|Rue Batrel 61390 COURTOMER|505046|6839744
Brigade de proximité de Carrouges|CARROUGES|+33 2 33 82 28 30|+33 2 33 82 28 34|61320|2 Avenue du Maréchal Leclerc 61320 CARROUGES|467785|6834465
Brigade de proximité d'Alençon|ALENCON|+33 2 33 32 70 00||61000|Caserne Lieutenant Nicolas 38 Boulevard Duchamp 61000 ALENCON|483476|6818249
Brigade de proximité du Teilleul|LE TEILLEUL|+33 2 33 91 35 70|+33 2 33 91 35 72|50640|Rue du Stade 50640 LE TEILLEUL|413956|6833038
Brigade de proximité de Sourdeval|SOURDEVAL|+33 2 33 69 29 30|+33 2 33 69 29 32|50150|Route de Tinchebray 50150 SOURDEVAL|412055|6854333
Brigade de proximité de Saint-Pois|ST POIS|+33 2 33 69 29 14|+33 2 33 69 29 16|50670|Route de Mortain 50670 ST POIS|401640|6857213
Brigade de proximité de Saint-Hilaire-du-Harcouët|ST HILAIRE DU HARCOUET|+33 2 33 69 23 70|+33 2 33 69 23 72|50600|Rue de Paris 50600 ST HILAIRE DU HARCOUET|398232|6838618
Brigade de proximité d'Isigny-le-Buat|ISIGNY LE BUAT|+33 2 33 89 13 20|+33 2 33 89 13 22|50540|1 Rue Saint-Exupéry 50540 ISIGNY LE BUAT|392934|6843060
Brigade de proximité de Barenton|BARENTON|+33 2 33 69 29 40|+33 2 33 69 29 42|50720|428 Rue John Kennedy 50720 BARENTON|417644|6840057
Brigade de proximité de Mortain|MORTAIN|+33 2 33 91 37 19|+33 2 33 91 37 21|50140|1 Route des Aubrils 50140 MORTAIN|409778|6845281
Brigade de proximité de Périers|PERIERS|+33 2 33 76 50 50|+33 2 33 76 50 52|50190|75 Rue de Saint-Lô 50190 PERIERS|379340|6907251
Brigade de proximité de Montmartin-sur-Mer|MONTMARTIN SUR MER|+33 2 33 76 85 90|+33 2 33 76 85 92|50590|31 Rue du Docteur André Pigaux 50590 MONTMARTIN SUR MER|369178|6886422
Brigade de proximité de Lessay|LESSAY|+33 2 33 17 09 40|+33 2 33 17 09 42|50430|92 Rue Sainte-Croix 50430 LESSAY|370048|6911121
Brigade de proximité de la Haye-du-Puits|LA HAYE DU PUITS|+33 2 33 76 53 10|+33 2 33 76 53 14|50250|1 Rue des Amazones 50250 LA HAYE DU PUITS|369823|6918574
Brigade de proximité de Gavray|GAVRAY|+33 2 33 91 37 50|+33 2 33 91 37 52|50450|19 Rue Poterie 50450 GAVRAY|381481|6876584
Brigade de proximité de Cerisy-la-Salle|CERISY LA SALLE|+33 2 33 76 11 40|+33 2 33 76 11 42|50210|51 Rue des Ecoles 50210 CERISY LA SALLE|387250|6889238
Brigade de proximité de Bréhal|BREHAL|+33 2 33 91 37 65|+33 2 33 91 37 67|50290|26 Rue Louis Beuve 50290 BREHAL|369599|6875777
Brigade de proximité d'Agon-Coutainville|AGON COUTAINVILLE|+33 2 33 76 54 20|+33 2 33 76 54 22|50230|Rue du Feugré 50230 AGON COUTAINVILLE|365060|6892886
Brigade de proximité de Coutances|COUTANCES|+33 2 33 76 12 70|+33 2 33 76 12 72|50200|8B Boulevard d'Alsace-Lorraine 50200 COUTANCES|375489|6892841
Brigade de proximité de Valognes|VALOGNES|+33 2 33 01 89 45|+33 2 33 01 89 47|50700|2 Rue Jean Pontas Duméril 50700 VALOGNES|375923|6944093
Brigade de proximité de Saint-Vaast-la-Hougue|ST VAAST LA HOUGUE|+33 2 33 23 31 90|+33 2 33 23 31 92|50550|4 Rue du Bel 50550 ST VAAST LA HOUGUE|391447|6951951
Brigade de proximité de Saint-Sauveur-le-Vicomte|ST SAUVEUR LE VICOMTE|+33 2 33 01 86 40|+33 2 33 01 86 42|50390|53 Rue Bottin Desylles 50390 ST SAUVEUR LE VICOMTE|370889|6929985
Brigade de proximité de Saint-Pierre-Église|ST PIERRE EGLISE|+33 2 33 88 42 60|+33 2 33 88 42 62|50330|123 Rue du Général de Gaulle 50330 ST PIERRE EGLISE|382453|6960814
Brigade de proximité de Sainte-Mère-Église|STE MERE EGLISE|+33 2 33 21 72 00|+33 2 33 21 72 02|50480|3 Rue du Fresne 50480 STE MERE EGLISE|387109|6932635
Brigade de proximité des Pieux|LES PIEUX|+33 2 33 21 73 05|+33 2 33 21 73 07|50340|Avenue Côte-des-Isles 50340 LES PIEUX|351331|6945148
Brigade de proximité de Montebourg|MONTEBOURG|+33 2 33 21 71 20|+33 2 33 21 71 22|50310|13 Rue du Général Leclerc 50310 MONTEBOURG|382120|6941060
Brigade de proximité de Bricquebec|BRICQUEBEC|+33 2 33 01 86 30|+33 2 33 01 86 32|50260|29 Chasse du Peigne 50260 BRICQUEBEC|363536|6939666
Brigade de proximité de Barneville-Carteret|BARNEVILLE CARTERET|+33 2 33 87 81 20|+33 2 33 87 81 22|50270|1 Rue des Roches Noires 50270 BARNEVILLE CARTERET|353489|6929503
Brigade de proximité de Villedieu-les-Poêles|VILLEDIEU LES POELES|+33 2 33 69 29 50|+33 2 33 69 29 52|50800|40 Route de Caen 50800 VILLEDIEU LES POELES|390713|6868670
Brigade de proximité de Sartilly|SARTILLY|+33 2 33 89 67 40|+33 2 33 89 67 42|50530|1 Rue des Camélias 50530 SARTILLY|372110|6859242
Brigade de proximité de Saint-James|ST JAMES|+33 2 33 68 68 30|+33 2 33 68 68 32|50240|116 Rue de la Libération 50240 ST JAMES|380936|6833007
Brigade de proximité de Pontorson|PONTORSON|+33 2 33 89 72 00|+33 2 33 89 72 02|50170|19 ter Rue du Général Patton 50170 PONTORSON|367197|6837865
Brigade de proximité de la Haye-Pesnel|LA HAYE PESNEL|+33 2 33 91 37 40|+33 2 33 91 37 42|50320|6 Rue de la Gendarmerie 50320 LA HAYE PESNEL|377178|6864129
Brigade de proximité de Granville|GRANVILLE|+33 2 33 69 28 99|+33 2 33 69 29 08|50400|101 Boulevard des Antilles 50400 GRANVILLE|364546|6868949
Brigade de proximité de Ducey|DUCEY|+33 2 33 89 03 30|+33 2 33 89 03 32|50220|35 Avenue Emile Dehousse 50220 DUCEY|384282|6843795
Brigade de proximité de Brécey|BRECEY|+33 2 33 89 71 90|+33 2 33 89 71 92|50370|18 Rue du Vieux-Bourg 50370 BRECEY|393397|6854840
Brigade de proximité de Torigni-sur-Vire|TORIGNI SUR VIRE|+33 2 33 72 59 25|+33 2 33 72 59 27|50160|81 Rue Danican 50160 TORIGNI SUR VIRE|409760|6889398
Brigade de proximité de Tessy-sur-Vire|TESSY SUR VIRE|+33 2 33 77 26 90|+33 2 33 77 26 92|50420|50 Route de Villebaudon 50420 TESSY SUR VIRE|402235|6881993
Brigade de proximité de Saint-Jean-de-Daye|ST JEAN DE DAYE|+33 2 33 72 50 20|+33 2 33 72 50 22|50620|27 Rue Saint-Jean 50620 ST JEAN DE DAYE|398823|6910856
Brigade de proximité de Saint-Clair-sur-l'Elle|ST CLAIR SUR L ELLE|+33 2 33 72 55 70|+33 2 33 72 55 72|50680|23 Rue du Moulin 50680 ST CLAIR SUR L ELLE|405652|6906498
Brigade de proximité de Percy|PERCY|+33 2 33 91 37 80|+33 2 33 91 37 82|50410|2 Rue Mac Laurin Colin 50410 PERCY|391675|6876470
Brigade de proximité de Marigny|MARIGNY|+33 2 33 72 57 90|+33 2 33 72 57 92|50570|3 Rue du Général Huebner 50570 MARIGNY|389937|6897685
Brigade de proximité de Canisy|CANISY|+33 2 33 72 56 05|+33 2 33 72 56 07|50750|18 Rue Jean Follain 50750 CANISY|395277|6893582
Brigade de proximité de Saint-Lô|ST LO|+33 2 33 75 50 60|+33 2 33 75 50 48|50000|367 Rue de Tessy 50000 ST LO|401227|6897481
Brigade de proximité de Vassy|VASSY|+33 2 31 66 36 20|+33 2 31 66 36 22|14410|13 Avenue Charles de Gaulle 14410 VASSY|429832|6867657
Brigade de proximité de Saint-Sever-Calvados|ST SEVER CALVADOS|+33 2 31 66 31 10|+33 2 31 66 31 12|14380|Rue du Docteur Fontaine 14380 ST SEVER CALVADOS|402337|6867430
Brigade de proximité de Condé-sur-Noireau|CONDE SUR NOIREAU|+33 2 31 66 36 05|+33 2 31 66 36 07|14110|12 Rue Saint-Gilles 14110 CONDE SUR NOIREAU|439599|6867317
Brigade de proximité du Bény-Bocage|LE BENY BOCAGE|+33 2 31 66 33 10|+33 2 31 66 33 12|14350|22 Rue Georges Brassens 14350 LE BENY BOCAGE|418820|6877296
Brigade de proximité d'Aunay-sur-Odon|AUNAY SUR ODON|+33 2 31 29 34 70|+33 2 31 29 34 72|14260|3 Route de Condé 14260 AUNAY SUR ODON|434461|6886058
Brigade de proximité de Vire|VIRE|+33 2 31 59 19 40|+33 2 31 59 19 50|14500|1 Rue des Tribunaux 14500 VIRE|414106|6867062
Brigade de proximité de Villers-sur-Mer|VILLERS SUR MER|+33 2 31 14 02 85|+33 2 31 14 02 87|14640|61 Avenue de la Brigade Piron 14640 VILLERS SUR MER|482102|6917331
Brigade de proximité de Deauville|DEAUVILLE|+33 2 31 14 30 40|+33 2 31 14 30 50|14800|2 Rue du Perré 14800 DEAUVILLE|488600|6921072
Brigade de proximité de Honfleur|HONFLEUR|+33 2 31 14 09 50|+33 2 31 14 09 52|14600|98 Rue Saint-Léonard 14600 HONFLEUR|499758|6927627
Brigade de proximité de Dozulé|DOZULE|+33 2 31 15 68 40|+33 2 31 15 68 42|14430|26 Grande Rue 14430 DOZULE|478317|6907779
Brigade de proximité de Cambremer|CAMBREMER|+33 2 31 31 88 92|+33 2 31 31 88 94|14340|Avenue des Tilleuls 14340 CAMBREMER|484443|6898095
Brigade de proximité de Blangy-le-Château|BLANGY LE CHATEAU|+33 2 31 65 67 73|+33 2 31 65 67 75|14130|2 Route du Brévedent 14130 BLANGY LE CHATEAU|502025|6907934
Brigade de proximité de Pont-l'Évêque|PONT L EVEQUE|+33 2 31 65 67 58|+33 2 31 65 67 60|14130|35 Route de Rouen 14130 PONT L EVEQUE|495870|6913978
Brigade de proximité de Saint-Pierre-sur-Dives|ST PIERRE SUR DIVES|+33 2 31 42 63 40|+33 2 31 42 63 42|14170|1 Place Mazier 14170 ST PIERRE SUR DIVES|478450|6884484
Brigade de proximité d'Orbec|ORBEC|+33 2 31 31 89 76|+33 2 31 31 89 78|14290|4 Route de Saint-Martin-de-Bienfaite 14290 ORBEC|509973|6883351
Brigade de proximité de Mézidon-Canon|MEZIDON CANON|+33 2 31 42 63 25|+33 2 31 42 63 27|14270|Rue de la Futaie 14270 MEZIDON CANON|475697|6890934
Brigade de proximité de Livarot|LIVAROT|+33 2 31 31 89 66|+33 2 31 31 89 68|14140|Route d'Orbec 14140 LIVAROT|492638|6882191
Brigade de proximité de Lisieux|LISIEUX|+33 2 31 31 89 03|+33 2 31 31 89 22|14100|12 Boulevard Duchesne-Fournet 14100 LISIEUX|497862|6897688
Brigade de proximité de Thury-Harcourt|THURY HARCOURT|+33 2 31 15 07 18|+33 2 31 15 07 20|14220|75 Rue de Condé 14220 THURY HARCOURT|445652|6881367
Brigade de proximité de Pont-d'Ouilly|PONT D OUILLY|+33 2 31 59 17 56|+33 2 31 59 17 58|14690|Rue de la Libération 14690 PONT D OUILLY|449888|6869377
Brigade de proximité de Clécy|CLECY|+33 2 31 59 18 05|+33 2 31 59 18 07|14570|36 Rue des Jardins 14570 CLECY|444365|6874020
Brigade de proximité de Bretteville-sur-Laize|BRETTEVILLE SUR LAIZE|+33 2 31 15 07 00|+33 2 31 15 07 02|14680|1 Place du Collège 14680 BRETTEVILLE SUR LAIZE|457401|6887634
Brigade de proximité de Trévières|TREVIERES|+33 2 31 51 66 80|+33 2 31 51 66 82|14710|19 Route de Bayeux 14710 TREVIERES|416476|6919029
Brigade de proximité de Port-en-Bessin-Huppain|PORT EN BESSIN HUPPAIN|+33 2 31 51 69 80|+33 2 31 51 69 82|14520|12 Avenue Jean Bart 14520 PORT EN BESSIN HUPPAIN|426878|6922258
Brigade de proximité d'Isigny-sur-Mer|ISIGNY SUR MER|+33 2 31 51 64 70|+33 2 31 51 64 72|14230|56 Rue de Cherbourg 14230 ISIGNY SUR MER|400591|6920108
Brigade de proximité de Caumont-l'Éventé|CAUMONT L EVENTE|+33 2 31 08 34 45|+33 2 31 08 34 47|14240|Route de Villers 14240 CAUMONT L EVENTE|422759|6894622
Brigade de proximité de Balleroy|BALLEROY|+33 2 31 51 38 40|+33 2 31 51 38 42|14490|Les Aiguillières 14490 BALLEROY|420926|6905228
Brigade de proximité de Villers-Bocage|VILLERS BOCAGE|+33 2 31 08 35 88|+33 2 31 08 35 90|14310|2 Rue des Sauts-Cabris 14310 VILLERS BOCAGE|432838|6892600
Brigade de proximité de Tilly-sur-Seulles|TILLY SUR SEULLES|+33 2 31 08 34 30|+33 2 31 08 34 32|14250|10 Rue de Balleroy 14250 TILLY SUR SEULLES|435558|6903335
Brigade de proximité de Moult|MOULT|+33 2 31 15 04 80|+33 2 31 15 04 82|14370|5 Route de Paris 14370 MOULT|468707|6895458
Brigade de proximité d'Évrecy|EVRECY|+33 2 31 08 35 53|+33 2 31 08 35 55|14210|2 Rue d'Aunay-Sur-Odon 14210 EVRECY|443795|6894303
Brigade de proximité de Creully|CREULLY|+33 2 31 29 54 80|+33 2 31 29 54 82|14480|36 Rue de Caen 14480 CREULLY|442962|6915066
Brigade de proximité de Bretteville-l'Orgueilleuse|BRETTEVILLE L ORGUEILLEUSE|+33 2 31 08 35 63|+33 2 31 08 35 65|14740|2 Rue des Cerisiers 14740 BRETTEVILLE L ORGUEILLEUSE|444258|6907039
Brigade de proximité de Caen|CAEN|+33 2 31 35 94 93|+33 2 31 35 94 97|14000|Caserne Le Flem 29 Avenue du 43ème régiment d'artillerie 14000 CAEN|456034|6901468
Brigade de proximité de Locminé|LOCMINE|+33 2 97 60 00 11|+33 2 97 60 20 00|56500|22 Rue Jacques Cartier 56500 LOCMINE|264117|6770632
Brigade de proximité de Guémené-sur-Scorff|GUEMENE SUR SCORFF|+33 2 97 51 20 10||56160|Rue du Parco 56160 GUEMENE SUR SCORFF|239064|6792386
Brigade de proximité de Gourin|GOURIN|+33 2 97 23 43 07|+33 2 97 23 39 02|56110|41 Rue de la Résistance 56110 GOURIN|208867|6802746
Brigade de proximité du Faouët|LE FAOUET|+33 2 97 23 07 37|+33 2 97 23 31 42|56320|721 Cours Carré 56320 LE FAOUET|216355|6790600
Brigade de proximité de Baud|BAUD|+33 2 97 51 03 07||56150|16 Rue du Maréchal Leclerc 56150 BAUD|250544|6770485
Brigade de proximité de Pontivy|PONTIVY|+33 2 97 25 00 75|+33 2 97 25 93 82|56300|Quartier Clisson 1 Rue Julien Guidard 56300 PONTIVY|255716|6790907
Brigade de proximité de la Trinité-Porhoët|LA TRINITE PORHOET|+33 2 97 93 92 79||56490|Route de Mauron 56490 LA TRINITE PORHOET|288435|6791641
Brigade de proximité de Saint-Jean-Brévelay|ST JEAN BREVELAY|+33 2 97 60 30 02|+33 2 97 60 44 30|56660|Rue du Stade 56660 ST JEAN BREVELAY|273199|6764506
