"commune","type","infraction","code_reg","code_dep","lat","lng","ville_ref"
"Seigy","P",27.34,24,"41",47.2536329104,1.3822063371,"Romorantin-Lanthenay"
"Seillons-Source-d'Argens","P",36.36,93,"83",43.5150970565,5.87693570046,"Brignoles"
"Selaincourt","P",23.21,41,"54",48.4966094195,5.94435711868,"Toul"
"Sélestat","P",35.410000000000004,42,"67",48.2481136279,7.46224896454,"Sélestat"
"Selles","P",16.82,31,"62",50.6959428486,1.88964347847,"Calais"
"Seloncourt","P",43.54999999999999,43,"25",47.4569305468,6.86452195563,"Montbéliard"
"Sémalens","P",22.529999999999998,73,"81",43.598998518,2.10929167449,"Castres"
"Semarey","P",24.460000000000004,26,"21",47.2681629756,4.62645384177,"Beaune"
"Sembouès","P",12.51,73,"32",43.4631952231,0.173358322537,"Mirande"
"Sémeries","P",22.02,31,"59",50.104983917,3.98854238684,"Avesnes-sur-Helpe"
"Semillac","P",29.24,54,"17",45.4004704154,-0.591603220864,"Jonzac"
"Semousies","P",22.02,31,"59",50.1639637271,3.96792099301,"Avesnes-sur-Helpe"
"Sempigny","P",45.99,22,"60",49.5526800369,3.00054707507,"Compiègne"
"Semur-en-Auxois","P",17.959999999999997,26,"21",47.4909559267,4.34106366761,"Montbard"
"Sénac","P",17.720000000000002,73,"65",43.3580745238,0.188368232081,"Tarbes"
"Senantes","P",29.380000000000003,22,"60",49.4824791427,1.8336835055,"Beauvais"
"Senaud","P",17.94,43,"39",46.3944868002,5.37918911448,"Lons-le-Saunier"
"Senconac","P",28.31,73,"09",42.8128619696,1.71656632425,"Foix"
"Sénergues","P",9.94,73,"12",44.6062228544,2.46311277374,"Rodez"
"Senillé","P",15.8,54,"86",46.7712197556,0.615974571864,"Châtellerault"
"Senlis-le-Sec","P",22.44,22,"80",50.0274617519,2.57771803132,"Amiens"
"Senneçay","P",25.020000000000003,24,"18",46.9523538586,2.43947669146,"Saint-Amand-Montrond"
"Senneville-sur-Fécamp","P",16.82,23,"76",49.7721134849,0.41525001597,"Fécamp"
"Senones","P",18.23,41,"88",48.4067567692,6.9636413109,"Saint-Dié-des-Vosges"
"Sénoville","P",11.070000000000002,25,"50",49.4292326453,-1.77035371165,"Cherbourg-Octeville"
"Sentelie","P",32.160000000000004,22,"80",49.7209616189,2.02322646104,"Montdidier"
"Sentous","P",17.720000000000002,73,"65",43.2654727852,0.377625495732,"Tarbes"
"Senven-Léhart","P",20.849999999999998,53,"22",48.4354167411,-3.06449717783,"Guingamp"
"Seppois-le-Haut","P",15.11,42,"68",47.5306368424,7.189321425,"Altkirch"
"Septème","P",35.449999999999996,82,"38",45.5481011598,4.98525636535,"Vienne"
"Septmoncel","P",15.47,43,"39",46.3731296175,5.9231555329,"Saint-Claude"
"Septsarges","P",17.150000000000002,41,"55",49.2865032784,5.17446943745,"Verdun"
"Sequedin","P",89.73,31,"59",50.6248188486,2.98254300781,"Lille"
"Serans","P",33.080000000000005,22,"60",49.1909346161,1.82734336167,"Méru"
"Seraumont","P",28.84,41,"88",48.4306580268,5.60835079451,"Neufchâteau"
"Sercy","P",19.060000000000002,26,"71",46.6008137667,4.69328088717,"Chalon-sur-Saône"
"Sère-Rustaing","P",17.720000000000002,73,"65",43.2585633467,0.287398416163,"Tarbes"
"Serémange-Erzange","P",42.06999999999999,41,"57",49.322921611,6.09359436832,"Thionville"
"Serez","P",24.61,23,"27",48.9337049982,1.35814785401,"Evreux"
"Sergy","P",32.47,82,"01",46.2626243003,5.98914553194,"Gex"
"Sérignac","P",19.5,73,"46",44.4278702673,1.08610284521,"Cahors"
"Sérignac-Péboudou","P",19.59,72,"47",44.6157569967,0.53170226693,"Villeneuve-sur-Lot"
"Sérigny","P",22.82,25,"61",48.3772241823,0.590152636294,"Mortagne-au-Perche"
"Sermaise","P",22.850000000000005,52,"49",47.522658847,-0.215904161416,"Angers"
"Sermamagny","P",19.55,43,"90",47.687801557,6.8309146345,"Belfort"
"Sermano","P",21.18,94,"2B",42.3157105384,9.26621042677,"Corte"
"Sermiers","P",34.58,21,"51",49.1488670974,3.97937404873,"Reims"
"Serocourt","P",28.84,41,"88",48.0981009125,5.89081859551,"Neufchâteau"
"Serqueux","P",20.66,23,"76",49.627931643,1.54524472331,"Neufchâtel-en-Bray"
"Serre-les-Moulières","P",24.46,43,"39",47.2058304341,5.61405890901,"Dole"
"Serres","P",21.240000000000002,41,"54",48.6912563682,6.4543425853,"Lunéville"
"Serres-et-Montguyard","P",20.48,72,"24",44.6757898351,0.44420320019,"Bergerac"
"Serreslous-et-Arribans","P",18.24,72,"40",43.6646772072,-0.643699359911,"Mont-de-Marsan"
"Serrigny","P",31.3,26,"89",47.8338277666,3.91219434333,"Avallon"
"Sers","P",16.93,54,"16",45.5853962792,0.318693870271,"Angoulême"
"Servais","P",27.84,22,"02",49.6194083182,3.34197325752,"Laon"
"Servas","P",21.809999999999995,82,"01",46.1385540577,5.17887070992,"Bourg-en-Bresse"
"Serviers-et-Labaume","P",46.870000000000005,91,"30",44.0381898089,4.3433728744,"Bagnols-sur-Cèze"
"Servigny","P",12.620000000000001,25,"50",49.0911272336,-1.48469867291,"Coutances"
"Essert-Romand","P",28.23,82,"74",46.2023206067,6.660151187,"Thonon-les-Bains"
"Essertines-en-Donzy","P",20.71,82,"42",45.7576341389,4.33837762975,"Montbrison"
"Essey-lès-Nancy","P",58.75,41,"54",48.7075649773,6.23284287776,"Nancy"
"Essômes-sur-Marne","P",32.849999999999994,22,"02",49.0341132047,3.34014174183,"Château-Thierry"
"Essoyes","P",36.410000000000004,21,"10",48.0494900211,4.53941791707,"Bar-sur-Aube"
"Estagel","P",50.4,91,"66",42.7677306754,2.70754179553,"Rivesaltes"
"Estancarbon","P",25.51,73,"31",43.108852598,0.781108335801,"Saint-Gaudens"
"Esteil","P",18.82,83,"63",45.453054984,3.36737872864,"Issoire"
"Esteville","P",17.899999999999995,23,"76",49.6091932343,1.21578651465,"Rouen"
"Estillac","P",21.96,72,"47",44.1691562918,0.577334843387,"Agen"
"Estirac","P",17.720000000000002,73,"65",43.4990637725,0.0289743472032,"Tarbes"
"Estivaux","P",14.059999999999999,74,"19",45.318970397,1.49504198912,"Brive-la-Gaillarde"
"Estouy","P",32.64,24,"45",48.1896152924,2.32216627868,"Pithiviers"
"Estrée","P",19.16,31,"62",50.4955374947,1.80353730749,"Ecuires"
"Estrée-Cauchy","P",12.399999999999999,31,"62",50.3991885256,2.61140942771,"Béthune"
"Estrées-Deniécourt","P",30.85,22,"80",49.8718517674,2.82257224293,"Péronne"
"Estreux","P",20.57,31,"59",50.3527239271,3.60184515387,"Valenciennes"
"Eswars","P",16.839999999999996,31,"59",50.2182439323,3.26546336103,"Cambrai"
"Étables-sur-Mer","P",20.769999999999996,53,"22",48.6255350477,-2.8413899481,"Saint-Brieuc"
"Étainhus","P",21.910000000000004,23,"76",49.5667402554,0.309275010904,"Havre (Le)"
"Étalon","P",32.160000000000004,22,"80",49.760781553,2.84879580561,"Montdidier"
"Étaples","P",19.16,31,"62",50.5235816785,1.65199985504,"Ecuires"
"Étavigny","P",46.8,22,"60",49.1276676436,2.98017417243,"Senlis"
"Étel","P",29.17,53,"56",47.6567860287,-3.1985408357,"Lorient"
"Étercy","P",30.32,82,"74",45.8924317262,6.0079458329,"Annecy"
"Étevaux","P",17.409999999999997,26,"21",47.3235446456,5.32194001465,"Is-sur-Tille"
"Étival-Clairefontaine","P",18.23,41,"88",48.3643386923,6.84394360336,"Saint-Dié-des-Vosges"
"Étoile-Saint-Cyrice","P",21.53,93,"05",44.3209708871,5.64377761466,"Gap"
"Éton","P",17.150000000000002,41,"55",49.2639037682,5.68791098189,"Verdun"
"Étouvans","P",21.02,43,"25",47.4565278158,6.72060828166,"Montbéliard"
"Falck","P",17.189999999999998,41,"57",49.2259138571,6.6382811788,"Boulay-Moselle"
"Falga","P",39.699999999999996,73,"31",43.480563098,1.84601018765,"Villefranche-de-Lauragais"
"Falleron","P",28.450000000000003,52,"85",46.8623928354,-1.70108938038,"Sables d'Olonne (Les)"
"Famechon","P",32.160000000000004,22,"80",49.7670124378,2.03228812807,"Montdidier"
"Fanlac","P",17.16,72,"24",45.0690605544,1.09300790001,"Sarlat-la-Canéda"
"Faramans","P",35.449999999999996,82,"38",45.3879958398,5.15388883556,"Vienne"
"Faremoutiers","P",40.69,11,"77",48.7783722685,3.00021735955,"Coulommiers"
"Fargues","P",18.24,72,"40",43.7251767308,-0.451258417068,"Mont-de-Marsan"
"Farinole","P",30.34,94,"2B",42.7298003144,9.36530466703,"Bastia"
"Faucigny","P",36.13999999999999,82,"74",46.1164159018,6.36907611887,"Bonneville"
"Faucon-du-Caire","P",35.86,93,"04",44.3959463913,6.1036738865,"Forcalquier"
"Faucoucourt","P",27.84,22,"02",49.5334418244,3.46663902605,"Laon"
"Fauguerolles","P",31.93,72,"47",44.4464635606,0.244369660356,"Marmande"
"Fauroux","P",37.0,73,"82",44.2527084346,1.00589119507,"Castelsarrasin"
"Faux","P",22.490000000000002,21,"08",49.5369829788,4.50393939951,"Rethel"
"Faux-Fresnay","P",39.35,21,"51",48.6524940366,3.9495151761,"Vitry-le-François"
"Favalello","P",21.18,94,"2B",42.2881585012,9.24928255053,"Corte"
"Faverois","P",19.55,43,"90",47.5283156243,7.03649746611,"Belfort"
"Faverolles","P",25.62,21,"52",47.9535166477,5.22561749902,"Langres"
"Faverolles","P",32.160000000000004,22,"80",49.6455544304,2.61943483377,"Montdidier"
"Favières","P",30.520000000000003,24,"28",48.5320826189,1.22893932026,"Dreux"
"Fay","P",22.82,25,"61",48.6612913524,0.407509291689,"Mortagne-au-Perche"
"Fay-en-Montagne","P",24.46,43,"39",46.7536361498,5.717409823,"Dole"
"Faye","P",16.57,24,"41",47.8035457994,1.18892925408,"Vendôme"
"Fayence","P",39.22,93,"83",43.6103345822,6.67843279926,"Draguignan"
"Fayet","P",15.04,73,"12",43.8035569048,2.97747865298,"Millau"
"Faymoreau","P",21.259999999999998,52,"85",46.5427361252,-0.624271378946,"Fontenay-le-Comte"
"Fécamp","P",44.050000000000004,23,"76",49.7523245306,0.395297587433,"Fécamp"
"Fegersheim","P",20.64,42,"67",48.4974401666,7.68863317258,"Strasbourg"
"Feigères","P",34.85,82,"74",46.1104409048,6.07310572582,"Saint-Julien-en-Genevois"
"Feings","P",22.82,25,"61",48.5433586588,0.649080735895,"Mortagne-au-Perche"
"Feldbach","P",15.11,42,"68",47.5339340394,7.25619803671,"Altkirch"
"Félines-Minervois","P",34.53,91,"34",43.354036783,2.58187245659,"Béziers"
"Felon","P",19.55,43,"90",47.7062610634,6.98051528131,"Belfort"
"Fénery","P",23.379999999999995,54,"79",46.6849155866,-0.364879721586,"Parthenay"
"Feneu","P",20.939999999999998,52,"49",47.5840201404,-0.600831621131,"Segré"
"Fenneviller","P",21.240000000000002,41,"54",48.4851073736,6.88313404801,"Lunéville"
"Fercé","P",36.66,52,"44",47.8000443229,-1.38761214981,"Châteaubriant"
"Fèrebrianges","P",37.22,21,"51",48.8711384032,3.8404842316,"Epernay"
"Fernoël","P",19.3,83,"63",45.8175774487,2.42216277388,"Riom"
"Ferrals-les-Corbières","P",46.22,91,"11",43.1431544039,2.7387140866,"Narbonne"
"Ferran","P",20.85,91,"11",43.1530485554,2.09024312493,"Limoux"
"Ferreux-Quincey","P",33.36,21,"10",48.4624429856,3.60107070347,"Nogent-sur-Seine"
"Ferrières","P",15.36,25,"50",48.5454487171,-0.954974481405,"Avranches"
"Ferrières","P",22.529999999999998,73,"81",43.6691028001,2.44822687533,"Castres"
"Ferrières-en-Brie","P",51.540000000000006,11,"77",48.8200397561,2.70761245584,"Lagny-sur-Marne"
"Ferrières-les-Bois","P",25.520000000000003,43,"25",47.2091232902,5.80270382568,"Besançon"
"Ferrières-sur-Ariège","P",34.46,73,"09",42.9382958572,1.60726284155,"Foix"
"Fervaches","P",10.329999999999998,25,"50",48.9947726206,-1.07982043331,"Saint-Lô"
"Fessenheim","P",21.080000000000002,42,"68",47.9099263761,7.53198557441,"Soultz-Guebwiller"
"Festes-et-Saint-André","P",20.85,91,"11",42.9618144716,2.11582079753,"Limoux"
"Festigny","P",37.22,21,"51",49.0282923032,3.76729652703,"Epernay"
"Feucherolles","P",42.47,11,"78",48.8800880696,1.97983777956,"Saint-Germain-en-Laye"
"Feuilla","P",46.22,91,"11",42.9291375888,2.90138923544,"Narbonne"
"Feuquières-en-Vimeu","P",21.8,22,"80",50.0586890132,1.60286717803,"Abbeville"
"Feusines","P",15.01,24,"36",46.5123371526,2.10013659358,"Châtre (La)"
"Feyt","P",13.33,74,"19",45.6844902907,2.47902463461,"Ussel"
"Fiefs","P",16.729999999999997,31,"62",50.4999837138,2.32108014368,"Saint-Pol-sur-Ternoise"
"Fierville-les-Parcs","P",26.03,25,"14",49.2438838452,0.230712490551,"Deauville"
"Fieux","P",24.39,72,"47",44.0999645384,0.42354302505,"Nérac"
"Fignévelle","P",28.84,41,"88",47.9832319597,5.91115278832,"Neufchâteau"
"Fillinges","P",34.85,82,"74",46.1661884948,6.35020094115,"Saint-Julien-en-Genevois"
"Finhan","P",24.43,73,"82",43.9126951654,1.21926326685,"Montauban"
"Fislis","P",15.11,42,"68",47.5137490196,7.38210815031,"Altkirch"
"Étraye","P",17.150000000000002,41,"55",49.3271973903,5.35601277253,"Verdun"
"Étréchy","P",34.09,11,"91",48.4924832389,2.17928848122,"Etampes"
"Étrembières","P",53.01,82,"74",46.1698202877,6.20839249952,"Annemasse"
"Étrépilly","P",39.87,11,"77",49.0420868725,2.93051906568,"Meaux"
"Étretat","P",16.82,23,"76",49.704733151,0.205304793744,"Fécamp"
"Étriac","P",16.93,54,"16",45.527140208,-0.00959232022065,"Angoulême"
"Thiepval","P",30.85,22,"80",50.0597825128,2.68781215568,"Péronne"
"Thiernu","P",27.84,22,"02",49.7649515663,3.77987535834,"Laon"
"Thiéry","P",25.52,93,"06",43.9741390022,7.0424567137,"Puget-Théniers"
"Thieux","P",68.61999999999999,11,"77",49.0091475315,2.66309885608,"Mitry-Mory"
"Thignonville","P",32.64,24,"45",48.2716724773,2.17538321237,"Pithiviers"
"Thil","P",36.410000000000004,21,"10",48.3409418137,4.78858247296,"Bar-sur-Aube"
"Thil-sur-Arroux","P",21.36,26,"71",46.8041058716,4.09212501715,"Autun"
"Thimert-Gâtelles","P",30.520000000000003,24,"28",48.55496534,1.26206894057,"Dreux"
"Thionne","P",15.879999999999999,83,"03",46.4118104465,3.57326147664,"Vichy"
"Thise","P",25.520000000000003,43,"25",47.2862704749,6.08224495009,"Besançon"
"Thivet","P",14.799999999999999,21,"52",47.9868961501,5.29966490039,"Chaumont"
"Thiville","P",19.7,24,"28",48.0192686469,1.36596589142,"Châteaudun"
"Thoard","P",29.389999999999997,93,"04",44.1473006003,6.12401298333,"Digne-les-Bains"
"Thoiria","P",17.94,43,"39",46.5197602704,5.74628964258,"Lons-le-Saunier"
"Thoissia","P",17.94,43,"39",46.4261882926,5.39554935173,"Lons-le-Saunier"
"Thoisy-le-Désert","P",24.460000000000004,26,"21",47.2496181728,4.5209241508,"Beaune"
"Thomer-la-Sôgne","P",24.61,23,"27",48.9077990305,1.16566154375,"Evreux"
"Thonne-la-Long","P",17.150000000000002,41,"55",49.5661986662,5.4256255311,"Verdun"
"Thonville","P",17.189999999999998,41,"57",48.9813587624,6.56673792931,"Boulay-Moselle"
"Thoraise","P",25.520000000000003,43,"25",47.169790589,5.9098007107,"Besançon"
"Thorée-les-Pins","P",19.96,52,"72",47.6661683505,0.0339317804074,"Flèche (La)"
"Thorigné","P",18.869999999999997,54,"79",46.2838461214,-0.252472597117,"Niort"
"Thorigny","P",19.79,52,"85",46.6179795025,-1.24888057642,"Roche-sur-Yon (La)"
"Thory","P",32.160000000000004,22,"80",49.7199911827,2.43112270739,"Montdidier"
"Thouarcé","P",22.850000000000005,52,"49",47.2592682331,-0.517923916545,"Angers"
"Thouars","P",39.13,54,"79",46.9828628407,-0.199581467021,"Thouars"
"Thouron","P",16.080000000000002,74,"87",45.9983550083,1.21994998762,"Bellac"
"Thueyts","P",26.229999999999997,82,"07",44.6744968668,4.21216612879,"Largentière"
"Thuit-Hébert","P",24.16,23,"27",49.3182105748,0.830600322939,"Pont-Audemer"
"Thumeréville","P",18.520000000000003,41,"54",49.2035423546,5.80624858651,"Briey"
"Thurageau","P",16.699999999999996,54,"86",46.7777377985,0.268042481696,"Poitiers"
"Thury","P",26.180000000000003,26,"89",47.5889340898,3.30089549955,"Auxerre"
"Thuy","P",17.720000000000002,73,"65",43.2572755846,0.240856974444,"Tarbes"
"Saint-Romans","P",33.06,82,"38",45.1052188553,5.31866035876,"Saint-Marcellin"
"Saint-Rome-de-Dolan","P",17.74,91,"48",44.2694614271,3.19482557519,"Florac"
"Trizac","P",8.47,83,"15",45.2442328606,2.5444240314,"Mauriac"
"Troche","P",14.059999999999999,74,"19",45.396965868,1.44794561231,"Brive-la-Gaillarde"
"Trocy-en-Multien","P",39.87,11,"77",49.04241911,2.96205647548,"Meaux"
"Trois-Fontaines-l'Abbaye","P",39.35,21,"51",48.7106542315,4.9541795358,"Vitry-le-François"
"Troisfontaines","P",15.78,41,"57",48.6710669896,7.12727960239,"Sarrebourg"
"Troisvaux","P",16.729999999999997,31,"62",50.4116603363,2.34375575662,"Saint-Pol-sur-Ternoise"
"Trondes","P",23.21,41,"54",48.7234407473,5.77227841983,"Toul"
"Troo","P",16.57,24,"41",47.788753217,0.778673124197,"Vendôme"
"Trosly-Loire","P",27.84,22,"02",49.5175794818,3.23167717474,"Laon"
"Trouillas","P",38.47,91,"66",42.6064392439,2.82021173802,"Perpignan"
"Trouville-la-Haule","P",24.16,23,"27",49.4202682765,0.579988906072,"Pont-Audemer"
"Troyon","P",21.080000000000002,41,"55",49.0009733042,5.48594007947,"Commercy"
"Trucy","P",27.84,22,"02",49.472149818,3.61092318317,"Laon"
"Trumilly","P",46.8,22,"60",49.2396223945,2.78712488353,"Senlis"
"Tuchan","P",46.22,91,"11",42.9063160941,2.72809318439,"Narbonne"
"Tugéras-Saint-Maurice","P",29.24,54,"17",45.3553716796,-0.407478613071,"Jonzac"
"Tupin-et-Semons","P",33.980000000000004,82,"69",45.4902621109,4.77454141311,"Givors"
"Turgy","P",31.4,21,"10",48.0300363367,4.05312999836,"Rosières-près-Troyes"
"Turquant","P",24.459999999999997,52,"49",47.2114118968,0.0218791736623,"Saumur"
"Tursac","P",17.16,72,"24",44.9720327079,1.04234396021,"Sarlat-la-Canéda"
"Ucel","P",37.99,82,"07",44.6426743916,4.38805305163,"Aubenas"
"Uchizy","P",24.58,26,"71",46.4985733672,4.88689760055,"Mâcon"
"Uckange","P",22.09,41,"57",49.3058767055,6.14931216735,"Thionville"
"Uglas","P",20.43,73,"65",43.1402100651,0.4386284458,"Bagnères-de-Bigorre"
