Dept	DDSP	Circonscription	Type	Adresse	Code Postal	Commune	Tel	latitude	longitude
64		PAU	AN	Préfecture - SDIG	64000	PAU		43.3214951	-0.3432729
64		BAYONNE	HP	4, Avenue de Marhum	64100	BAYONNE	05 59 46 22 22	43.4901786	-1.4827471
64		BAYONNE	CS	5, Avenue du 8 Mai - Villa Lou Cantaou	64600	ANGLET	05 59 63 84 64	43.4896011	-1.5197445
64		BAYONNE	CS	2,  Place des Gascons	64100	BAYONNE	05 59 55 01 80	43.4990167	-1.4566318
64		BAYONNE	AN	3, Ave Raymond Toulet - SDIG	64600	ANGLET		38.2487488	-111.9871902
64		BIARRITZ	CP	3, Rue Louis Barthou	64200	BIARRITZ	05 59 01 22 22	43.4822892	-1.5580873
64		SAINT JEAN DE LUZ	CP	15, Avenue André Ithurralde	64500	SAINT JEAN DE LUZ	05 59 51 22 22	43.3919609	-1.6542252
64		SAINT JEAN DE LUZ	Csub	1, Rue Joliot Curie	64700	HENDAYE	05 59 51 40 40	43.3517756	-1.7823379
64		SAINT JEAN DE LUZ	PCPP	Boulevard de la Mer - Perspectives Courrèges	64700	HENDAYE	05 59 20 79 69	43.373575	-1.77189
65	DDSP	TARBES	CP	28-30, Rue Georges Clémenceau	65000	TARBES	05 62 44 31 31	43.2335269	0.0766393
65		TARBES	AN	21, Rue Georges Clémenceau	65000	TARBES	05 62 44 31 31	43.2335479	0.076341
65		TARBES	CS	17 bis, rue de la Libération	65000	TARBES	05 62 44 65 12		
65		LOURDES	CP	7, Rue du Baron Duprat	65107	LOURDES	05 62 42 72 72	43.261261	-92.296463
66	DDSP	PERPIGNAN	CP	Avenue de la Grande Bretagne	66020	PERPIGNAN	04 68 35 70 00		
66		PERPIGNAN	CS	Ave du Général de Gaulle	66000	PERPIGNAN	04 68 35 85 60	42.733974	2.935175
66		PERPIGNAN	CS	Bd Foment de la Sardane - Quartier Moulin à Vent	66000	PERPIGNAN	04 68 62 09 13	42.7010689	2.9046948
66		PERPIGNAN	CS	44, Rue Llucia	66000	PERPIGNAN	04 68 66 42 30	42.6970942	2.9019892
66		PERPIGNAN	CS	51, Avenue du Boules	66000	PERPIGNAN	04 68 52 92 40	42.7049421	2.8802075
66		PERPIGNAN	AN	Rue Claude Marty - OMP	66000	PERPIGNAN	04 68 51 32 79	42.699869	2.882589
66		PERPIGNAN	AN	Allée Pierre Marc - Chenil - OMP - BMU	66000	PERPIGNAN	04 68 35 70 43	42.700456	2.882946
66		PERPIGNAN	AN	19, Route de Prades - SDIG	66000	PERPIGNAN			
66		PERPIGNAN	AN	19, Route de Prades - CDSF	66000	PERPIGNAN	04 68 35 70 00		
67	DDSP	STRASBOURG	HP	34, Route de l'Hôpital	67022	STRASBOURG	03 90 23 17 17	48.5726997	7.7503154
67		STRASBOURG	CS	2, Rue du Chêne	67000	HOENEIM	03 88 62 81 30		
67		STRASBOURG	CS	2, Rue des Soeurs	67400	ILLKIRCH GRAFFENSTADEN	03 88 67 50 60	48.5283087	7.7110617
67		STRASBOURG	CS	2 A, Rue des Hirondelles	67380	LINGOSHEIM	03 88 77 55 85	48.5538308	7.6895867
67		STRASBOURG	CS	1, Rue du Général Leclerc	67500	OSTWALD	03 88 55 31 20	48.5434596	7.7105503
67		STRASBOURG	CS	110, Route de Bischviller	67300	SCHILTIGHEIM	03 90 22 28 40	48.6059511	7.7485773
67		STRASBOURG	CS	44, Avenue de la Forêt Noire	67000	STRASBOURG	03 88 61 40 19	48.5844619	7.7696645
67		STRASBOURG	CS	33, Bd Victor Hugo	67000	STRASBOURG	03 90 20 15 65	48.5936702	7.7019474
67		STRASBOURG	CS	4, Rue des Comtes	67000	STRASBOURG	03 88 30 93 70	39.0630608	-83.8034668
67		STRASBOURG	CS	9, Rue de la Papéterie	67000	STRASBOURG	03 88 31 71 00	48.610712	7.7823691
67		STRASBOURG	CS	8, Rue Jean Mermoz	67100	STRASBOURG	03 88 39 41 84	48.5470142	7.7709203
67		STRASBOURG	CS	Place de la Gare	67000	STRASBOURG	03 90 23 14 87	48.584988	7.735224
67		STRASBOURG	CS	33, Rue de Sélestat	67000	STRASBOURG	03 88 84 28 84	48.5657501	7.7629727
67		STRASBOURG	CS	17, Rue Schulmeister	67000	STRASBOURG	03 90 40 25 75	48.5487449	7.7533811
67		STRASBOURG	CS	21, Rue Lavoisier	67000	CRONENBOURG	03 90 20 16 75	48.6036229	7.7179867
67		STRASBOURG	AN	Bât Maryse Batié - Aéroport International - Compagnie Sécurisation		ENTZHEIM			
67		STRASBOURG	CS	34, Ave de Perigueux	67800	BISCHHEIM	03 90 22 69 80	48.6142445	7.7475299
67		STRASBOURG	AN	118, Route de Schirmeck - Chenil	67200	STRASBOURG	03 88 15 38 03	48.5714268	7.7122614
67		STRASBOURG	AN	Route de Brumath - stand de tir.	67000	MUNDOLSHEIM			
67		HAGUENAU	CP	4, Rue des Dominicains	67500	HAGUENEAU	03 88 05 21 00		
67		SELESTAT	CP	8, Ave du Général de Gaulle	67604	SELESTAT	03 88 58 84 22		
68	DDSP	MULHOUSE	HP	6, Rue Coehorn + Chenil	68062	MULHOUSE	03 89 60 82 00		
68		MULHOUSE	CS	2, Rue de Thann - BP Ouest	68200	MULHOUSE - DORNACH	03 89 60 06 75		
68		MULHOUSE	CS	21, Ave  Clémenceau - BP Sud	68200	MULHOUSE	03 89 45 55 39	47.7441562	7.3394424
68		MULHOUSE	CS	17, Rue de Gunsbach - BP Nord	68200	MULHOUSE	03 89 50 70 21	47.7701738	7.3244572
68		MULHOUSE	AN	12 Rue Coehorn - Bât T	68062	MULHOUSE	03 89 60 82 00		
68		MULHOUSE	AN	12 Rue Coehorn - Bât E	68063	MULHOUSE	03 89 60 82 59		
68		MULHOUSE	AN	5, Rue d'Alsace - SDIG	68062	MULHOUSE	03 89 32 95 83		
68		COLMAR	HP	2, Rue de la Cavalerie	68000	COLMAR	03 89 29 47 00	48.0812241	7.3639765
68		COLMAR	CS	23, Rue de Rome	68000	COLMAR	03 89 30 10 15	40.2674103	-75.2546005
68		GUEBWILLER	CP	59, Rue Théodore Deck	68500	GUEBWILLER	03 89 62 23 90	47.9045199	7.2126693
68		SAINT LOUIS	CP	5, Rue du Jura	68300	SAINT LOUIS	03 89 70 99 20	47.5877121	7.57051
68		WITTENHEIM	CP	24 - 26, Rue d'Ensisheim	68270	WITTENHEIM	03 89 62 51 00	47.8105294	7.3397155
69	DDSP	LYON	HP	40, Rue Marius Berliet	69008	LYON	04 78 78 40 40	45.7428998	4.8598657
69		LYON	AN	5, Rue Mouton Duvernet	69008	LYON	04 78 78 40 40	45.75085	4.860807
69		LYON	CD	225, Cours Emile Zola	69100	VILLEURBANNE	04 72 69 10 60	45.7684718	4.8852998
69		LYON	CD	47, Rue de la Charité	69002	LYON	04 78 42 26 56	45.7509247	4.8305789
69		LYON	CD	11, Rue Saint-Jacques - 29 - 31 rue Villeroy	69003	LYON	04 72 82 15 00	45.7570361	4.8441204
69		LYON	Csub	19, Rue Louis Pradel	69001	LYON	04 37 26 25 40	45.7684073	4.8362348
69		LYON	Csub	43, Rue Général Frère	69008	LYON	04 72 78 01 40	45.7342038	4.8725903
69		LYON	Csub	42, Rue Raoul Servant	69007	LYON	04 72 71 57 30	45.7460725	4.8398645
69		LYON	Csub	15, Rue des Anges	69005	LYON	04 72 38 83 50	45.7564695	4.8132915
69		LYON	Csub	29-31, Rue Berjon	69009	LYON	04 72 85 60 70	45.776712	4.7978946
69		LYON	Csub	195, Bld Franklin Roosevelt	69500	BRON	04 72 14 97 40	45.7314358	4.9152328
69		LYON	Csub	1, Place du Docteur Dugoujon	69300	CALUIRE	04 72 27 06 14		
69		LYON	Csub	8, Avenue du Dauphiné	69330	MEYZIEU	04 72 45 12 30	45.7640602	5.0049532
69		LYON	Csub	8, Rue Diderot	69600	OULLINS	04 72 39 03 21	45.7142928	4.8096693
69		LYON	Csub	13, Rue du Docteur Gallavardin	69800	SAINT PRIEST	04 78 20 20 60	45.6933636	4.9376661
69		LYON	Csub	1, Avenue Georges Dimitrov	69120	VAULX EN VELIN	04 37 45 30 80	45.7779932	4.9276814
69		LYON	Csub	5, Avenue Marcel Houêl	69200	VENISSIEUX	04 72 50 04 76	45.6966637	4.8851054
69		LYON		12, Rue de Bottet	69140	RILLIEUX LA PAPE		45.8182259	4.9006834
69		LYON	CS	3, Rue de la Terrasse	69004	LYON	04 72 07 40 50	45.7746188	4.8305652
69		LYON	CS	63, rue Bossuet	69006	LYON		45.7679987	4.8524062
69		LYON		2, Chemin Chancellier		ECULLY		45.7763132	4.7746763
69		LYON	CS	15, Rue Jean et Emile Bertrand	69150	DECINES	04 78 49 25 54	45.7711309	4.9540371
69		LYON	CS	30, Rue Anatole France	69190	SAINT FONS	04 78 70 00 04	45.7109283	4.8531028
69		LYON	PCPP	Gare S.N.C.F de la Part Dieu	69003	LYON	04 72 33 27 03	45.7513809	4.8684111
69		LYON	PCPP	Centre Commercial de la Part-Dieu	69003	LYON	04 78 62 30 37	45.7610512	4.8582702
69		LYON	PCPP	48, Rue Raoul Servant	69007	LYON	04 78 72 24 55	45.7466712	4.8420971
69		LYON	AN	Rue Pierre Cormeille - Préfecture	69003	LYON	04 78 60 24 81	45.76308	4.843941
69		LYON	AN	Rue Servient - Palais de Justice	69003	LYON		45.7513809	4.8684111
69		LYON	AN	 Place Salvador Allendé - Chenil	69190	SAINT FONS	04 78 67 37 67		
69		LYON		Parking	69008	LYON		34.2190094	-90.5410309
69		GIVORS	CP	1, Rue Pierre Semard	69701	GIVORS	04 72 49 26 50	45.5855368	4.7686878
69		VILLEFRANCHE SUR SAONE	CP	38, Rue de la Barmondière	69400	VILLEFRANCHE SUR SAONE	04 74 09 49 29	45.9891993	4.7164855
69		VILLEFRANCHE SUR SAONE	AN	15, Rue Paul Bert - OMP, BADR.	69400	VILLEFRANCHE SUR SAONE			
70	DDSP	VESOUL	CP	Place du 11 eme Chasseurs	70000	VESOUL	03 84 96 34 00	42.0941086	-76.0035172
70		VESOUL	AN	7, Place des Casernes - SDIG	70000	VESOUL	03 84 76 94 94	42.0941086	-76.0035172
70		HERICOURT	CP	Rue André Boulloche	70400	HERICOURT	03 84 36 64 22	47.574633	6.755837
71	DDSP	MACON	HP	36, Rue de Lyon	71000	MACON	03 85 32 63 63	46.2979758	4.8220717
71		MACON	AN	Parc de la Grisière - Chenil	71870	HURIGNY		46.3628006	4.8012381
71		CHALON SUR SAONE	CP	2, Rue Emile Roux	71321	CHALON SUR SAONE	03 85 90 66 00	46.78775	4.8499918
71		CHALON SUR SAONE	CS	16, Rue René Coty	71321	CHALON SUR SAONE	03 85 97 07 90	46.7919852	4.8656559
71		CHALON SUR SAONE	AN	6, rue Omer Lethorey - SDIG	71321	CHALON SUR SAONE			
71		CHALON SUR SAONE	AN	7, Rue Louis Jacques Thénard - Chenil	71321	CHALON SUR SAONE			
71		LE CREUSOT	CP	16, Rue Mamby	71200	LE CREUSOT	03 85 77 05 25	46.8097581	4.4304308
71		LE CREUSOT	AN	2A, Rue des Ursulines - SDIG	71200	MONTCENIS			
71		MONTCEAU LES MINES	CP	8, Rue Barbes 	71000	MONTCEAU LES MINES	03 85 67 41 00		
71		MONTCEAU LES MINES	AN	7, Rue des Champs Seigneurs - Tribunal de police	71000	PARAY LE MONIAL			
72	DDSP	LE MANS	CP	6, Rue Coeffort	72000	LE MANS	02 43 61 68 00	47.995441	0.2022564
72		LE MANS	CS	1, Rue Claude Chappe - LRA	72700	ALLONNES	02 43 47 98 05	47.9695846	0.1545831
72		LE MANS	CS	1, Rue de Monaco	72190	COULAINES	02 43 81 46 11	48.0233806	0.1981965
72		LE MANS	CS	137, Rue des Maillets	72000	LE MANS	02 43 81 57 70	48.0150961	0.211809
72		LE MANS	CS	Place des Sablons	72000	LE MANS	02 43 85 46 45	47.991889	0.224883
72		LE MANS	CS	17, Avenue Georges Durand	72000	LE MANS	02 43 84 26 84	47.9822749	0.211232
72		LE MANS	AN	33, Rue Coeffort - OMP, service de police de proximité.	72000	LE MANS	02 43 16 15 64		
72		LE MANS	AN	11 - 13, Rue du Docteur Leroy  - SDIG 	72000	LE MANS	02 43 52 52 07	48.0028269	0.195947
73	DDSP	CHAMBERY	HP	585, Avenue de la Boisse	73000	CHAMBERY	04 79 62 84 00	45.5755641	5.9159252
73		CHAMBERY	CS	293, Rue du Maconnais	73000	CHAMBERY LE HAUT	04 79 72 36 17	45.591912	5.9173357
73		CHAMBERY	PCPP	4, Rue de l'Epine	73160	COGNIN	04 79 69 18 73	45.56197	5.89226
73		CHAMBERY	AN	Autoport du Freney - Centre coopération policière et douanière - SIG	73100	MODANE		45.2008018	6.6765399
73		CHAMBERY	AN	Chemin de la Balme - Chenil	73000	CHAMBERY	04 79 62 63 82		
73		AIX LES BAINS	CP	9, Avenue Victoria - BP 450	73100	AIX LES BAINS	04 79 35 00 25	45.6898749	5.9113151
73		ALBERTVILLE	CP	1, Rue Jacques Porraz	73200	ALBERTVILLE	04 79 32 43 57	45.6746106	6.3916623
74	DDSP	ANNECY	HP	17, Rue des Marquisats	74000	ANNECY	04 50 52 32 00	45.8970002	6.1315193
74		ANNECY	CS	14, Rue de l'Harmonie	74000	CRAN GEVRIER	04 50 08 15 76	31.4285202	-102.5155563
74		ANNECY	PCPP	2, Rue Louis Armand	74000	ANNECY	04 50 66 70 90	45.9175059	6.1318544
74		ANNECY	AN	18, Chemin des Fins Sud - SDIG	74000	ANNECY		45.9103624	6.1231285
74		ANNECY	AN	Zone Industrielle, Route de Vovray - Chenil	74000	ANNECY	04 50 45 29 26		
74		ANNEMASSE	CP	42, Rue du Chablais	74100	ANNEMASSE	04 50 95 44 50	46.1979504	6.2390048
74		ANNEMASSE	AN	1, Rue du Beulet - SDIG	74000	ANNEMASSE			
74		LEMAN	CP	5, Rue de l'Hôtel Dieu	74200	THONON LES BAINS	04 50 71 04 61	46.370374	6.4789291
74		LEMAN	AN	19, Rue de l'Hôtel Dieu - SDIG	74200	THONON LES BAINS		46.3683765	6.4785762
76	DDSP	ROUEN	HP	9, Rue Brisout de Barneville	76000	ROUEN	02 32 81 25 00	49.434519	1.0807197
76		ROUEN	Csub	1-3, Rue Pierre Curie	76500	ELBEUF	02 35 81 76 99	49.2991223	1.0225649
76		ROUEN	CS	40, Rue de Verdun	76420	BIHOREL	02 35 60 23 11	49.4608679	1.1252633
76		ROUEN	CS	5, Rue Jules Ferry 	76240	BONSECOURS	02 35 80 24 85	49.4235538	1.126671
76		ROUEN	AN	5, Rue Jules Ferry + Chenil	76240	BONSECOURS	02 35 80 24 85	49.4235538	1.126671
76		ROUEN	CS	Place d'Armes - Plate forme Citoyenne	76380	CANTELEU	02 35 36 09 91	49.448744	1.034761
76		ROUEN	CS	Rue du 19 Mars 1962	76160	DARNETAL	02 32 12 30 70	49.439185	1.14563
76		ROUEN	CS	2, Place de la République	760000	GRAND COURONNE	02 32 11 66 85	49.3576106	1.0094225
76		ROUEN	CS	Boulevard Maurice Ravel	76120	GRAND QUEVILLY	02 35 69 69 78	49.40844	1.046178
76		ROUEN	CS	Pace Saint Just	76150	MAROMME	02 35 74 28 06	49.48946	1.0023805
76		ROUEN	CS	57, Rue Louis Pasteur	76130	MONT SAINT AIGNAN	02 35 71 80 21	49.4597249	1.0800538
76		ROUEN	CS	Rue Jules Verne	76350	OISSEL	02 35 64 70 62	49.340687	1.099737
76		ROUEN	CS	88, Rue Jacquard	76140	PETIT QUEVILLY	02 35 72 29 56	49.4300128	1.06247
76		ROUEN	CS	44, Boulevard de l'Yser - Beauvoisine	76000	ROUEN	02 35 07 85 70	49.448598	1.0997164
76		ROUEN	CS	Place Alfred de Musset - Les Sapins	76000	ROUEN	02 35 60 04 05	49.461549	1.133271
76		ROUEN	CS	29 - 31, Rue Olivier Goubert	76800	SAINT ETIENNE DU ROUVRAY	02 35 34 55 37	49.3809334	1.1048894
76		ROUEN	CS	Immeuble Tourmalet - Château Blanc	76800	SAINT ETIENNE DU ROUVRAY	02 32 66 70 96	49.393959	1.069789
76		ROUEN	CS	230, Rue Garibaldi	76300	SOTTEVILLE LES ROUEN	02 35 72 28 22		
76		ROUEN	AN	20, rue Brisout de Barneville	76000	ROUEN	02 32 81 25 25	49.4344452	1.0809597
76		ROUEN	AN	Rue Barbey d'Aurelly - parking.	76000	ROUEN		49.433785	1.079975
76		BOLBEC LILLEBONNE	CP	65, Rue Thiers	76210	BOLBEC	02 32 84 56 60	49.5691738	0.4713401
76		BOLBEC LILLEBONNE	CS	23, Rue Pigoreau	76170	LILLEBONNE	02 35 38 34 11	49.5208794	0.5351704
76		DIEPPE	CP	Boulevard Georges Clémenceau	76200	DIEPPE	02 32 14 49 00	49.917231	1.080532
76		FECAMP	CP	13 Bis, Rue de l'Inondation	76400	FECAMP	02 35 10 45 00	49.7563665	0.3801728
76		LE HAVRE	HP	196, Bd de Strasbourg	76600	LE HAVRE	02 32 74 37 00	49.492389	0.1203185
76		LE HAVRE	CS	22, Rue Jehan de Grouchy	76700	HARFLEUR	02 35 45 42 07	49.5054549	0.1994757
76		LE HAVRE	CS	66, rue Ferrer	76600	LE HAVRE	02 35 24 83 16	49.4900394	0.1415053
76		LE HAVRE	CS	1, Rue Miroglio	76620	MONT GAILLARD	02 35 54 66 10	47.0334816	-109.6450806
76		LE HAVRE	CS	25, Rue de l'Alma - Les Gobelins	76600	LE HAVRE	02 35 42 22 95	49.4969433	0.1007711
76		LE HAVRE	CS	150, Avenue du 8 Mai 1945	76610	CAUVRIAUVILLE	02 35 47 25 40		
76		LE HAVRE	CS	10, Place du Commandant O'Reilly	76290	MONTIVILLIERS	02 35 55 78 11	49.5455752	0.1877841
76		LE HAVRE	CS	Aéroport d'Octeville	76700	OCTEVILLE		49.5313988	0.09271
76		LE HAVRE	AN	62, rue des Moteaux - chenil	76000	LE HAVRE			
77	DDSP	MELUN VAL DE SEINE	HP	51, Rue du Général de Gaulle	77000	MELUN	01 60 56 67 77	48.5428718	2.6607015
77		MELUN VAL DE SEINE	Csub	462, Avenue du Lys	77190	DAMMARIE LES LYS	01 64 79 41 00	48.5182559	2.6285383
77		MELUN VAL DE SEINE	CS	153, Allée de la Gare	77350	LE MEE SUR SEINE	01 60 68 69 11	48.541238	2.6257866
77		MELUN VAL DE SEINE	PCPP	70, Avenue de Fontainebleau	77310	SAINT FARGEAU PONTHIERRY	01 69 68 00 00	48.5307706	2.5422551
77		MELUN VAL DE SEINE	AN	90, Rue Pasteur - SOP	77000	VAUX LE PENIL			
77		MELUN VAL DE SEINE	AN	34, Quai Pasteur - SD	77000	MELUN	01 60 56 58 81	48.5383884	2.6556989
77		MELUN VAL DE SEINE	AN	1, Quai Maréchal Foch - Sûreté Départementale	77000	MELUN	 01 60 56 94 70	48.537139	2.6610115
77		CHELLES	CP	2, Avenue de Claye	77505	CHELLES	01 60 93 20 00	48.8995356	2.6142613
77		CHESSY	HP	Rue du Grand Secours	77700	CHESSY	01 60 43 63 00	48.861042	2.78624
77		COULOMMIERS	CP	19, Rue du Palais de Justice	77120	COULOMMIERS	01 64 75 63 90	48.813384	3.0866494
77		FONTAINEBLEAU	CP	11 bis, Place de la République	77301	FONTAINEBLEAU	01 60 71 58 00	29.95508	-90.1168213
77		FONTAINEBLEAU	AN	Base de Loisirs de l'UCPA - Bde Equestre	77590	BOIS LE ROI			
77		LAGNY SUR MARNE	CP	9, Allée Vieille et Gentil	77400	LAGNY SUR MARNE	01 64 12 68 68	48.8761062	2.7047706
77		LAGNY SUR MARNE	PCPP	Rue Jean Jaures	77164	FERRIERES	01 64 76 41 88	48.821193	2.705456
77		MEAUX	HP	46, Avenue Salvador Allende - Secteur Centre	77100	MEAUX	01 60 23 32 17	48.9560317	2.8888048
77		MEAUX	CS	1, Rue Chappe - Quartier Beauval	77100	MEAUX	01 64 33 21 17	30.0288696	-92.1830292
77		MEAUX	AN	Avenue des Sablons bouillants - Unités Dept Nord	77100	MEAUX			
77		MITRY MORY	CP	33, Rue Octave Mirbeau	77290	MITRY MORY	01 60 21 41 00	48.9597686	2.6013908
77		MOISSY CRAMAYEL SENART	CP	892, Avenue Jean Jaurès	77550	MOISSY CRAMAYEL	01 64 13 50 00	48.6274082	2.5737553
77		MOISSY CRAMAYEL SENART	Csub	2, Place du 19 Mars 1962	77000	SAVIGNY LE TEMPLE	01 64 19 24 00		
77		MOISSY CRAMAYEL SENART	CS	2, Boulevard Jean Jaurès	77170	BRIE COMTE ROBERT	01 64 05 75 15	48.6931494	2.6089098
77		MOISSY CRAMAYEL SENART	CS	Rue Pablo Picasso	77550	COMBS LA VILLE	01 60 34 27 30	48.8123665	2.3457201
77		MOISSY CRAMAYEL SENART	AN	La Butte d'Arvigny - Chenil	77550	MOISSY CRAMAYEL			
77		MONTEREAU FAULT YONNE	CP	5, Ave du Maréchal Leclerc	77130	MONTEREAU	01 60 56 68 59	48.3802365	2.954987
77		MONTEREAU FAULT YONNE	CS	9, Rue Fleur Begne	77130	SURVILLE	01 60 96 18 08	41.5517998	-79.8361282
77		MONTEREAU FAULT YONNE		Terrasse d'Alembert - ZUP de Surville - Stand de Tir	77	SURVILLE			
77		MORET SUR LOING	CP	5, Avenue Jean Jaures	77250	MORET SUR LOING	01 64 70 56 36	48.3745088	2.8113647
77		NEMOURS	CP	1, Avenue du Général de Gaulle	77140	NEMOURS	01 64 78 50 20	48.2674434	2.7036226
77		NOISIEL	CP	Cours du Luzard	77186	NOISIEL	01 64 11 28 28	48.846915	2.616549
77		NOISIEL	CS	Rue Flandres Dunkerque	77420	CHAMPS SUR MARNE	01 64 68 07 53	48.849704	2.58242
77		NOISIEL	CS	27, Grande Allée des Charmilles	77185	LOGNES	01 64 11 07 68	48.8354565	2.6364306
77		NOISIEL	CS	33, Rue de Paris	77200	TORCY	01 60 05 45 38	48.8508099	2.6529764
77		PONTAULT COMBAULT	CP	162, Avenue de la République	77340	PONTAULT COMBAULT	01 64 43 65 65	48.7989003	2.6053011
77		PONTAULT COMBAULT	CS	Rue Jean Mermoz	77330	OZOIR LA FERRIERE	01 60 18 52 90		
77		PONTAULT COMBAULT	CS	Rue de la Pompe Quartier des Hantes	77340	PONTAULT COMBAULT	01 60 18 18 40	48.78098	2.5961466
77		PONTAULT COMBAULT	CS	47, Rue Pasteur + SOP + bedChenil	77680	ROISSY EN BRIE	01 60 28 10 05		
77		PROVINS	CP	Place du 29ème Dragon	77160	PROVINS	01 64 08 99 90	48.564905	3.300464
77		PROVINS		Stand de tir	77160	PROVINS		48.5851555	3.243727
77		VILLEPARISIS	CP	48, Avenue du Général de Gaulle	77270	VILLEPARISIS	01 60 21 41 20	48.9421747	2.6119356
78	DDSP	VERSAILLES	AN	105, rue des Prés aux Bois	78100	VIROFLAY	01 39 07 17 17	48.8056254	2.1650145
78		VERSAILLES	HP	19, Avenue de Paris	78000	VERSAILLES	01 39 24 70 00	48.8014358	2.1343356
78		VERSAILLES	CS	88, Avenue de la Bonne Aventure	78000	VERSAILLES	01 39 24 35 66	48.8067412	2.1537656
78		VERSAILLES	CS	8, Ave du docteur Schweitzer + GIR	78150	LE CHESNAY	01 39 23 21 30	48.8259566	2.1215898
78		VERSAILLES	AN	Place André Mignot - UDGT	78000	VERSAILLES	01 39 07 39 01	48.802753	2.131346
78		VERSAILLES	AN	168, Route de Versailles - SGAP SOP	78000	VERSAILLES	01 39 23 80 00		
78		VERSAILLES	AN	223, Route de Versailles - CDSF - Chenil	78000	VERSAILLES	01 39 23 80 50		
78		VERSAILLES	AN	4, rue des 40 Arpents - Sûreté Départementale - SDIG	78100	VIROFLAY	01 39 07 42 00		
78		CONFLANS SAINTE HONORINE	CP	1, Square de Ramsgate	78702	CONFLANS SAINTE HONORINE	01 34 90 47 57		
78		CONFLANS SAINTE HONORINE	CS	52-54, Avenue Lénine	78260	ACHERES	01 39 11 02 25	48.9602119	2.0630303
78		CONFLANS SAINTE HONORINE	CS	2, Place des Pierreuses	78570	CHANTELOUP LES VIGNES	01 39 74 07 11	48.972282	2.0320697
78		ELANCOURT	CP	1, Rue du Théâtre	78990	ELANCOURT	01 30 69 64 00	48.7656874	1.9488287
78		FONTENAY LE FLEURY	CP	3, Ave Jean Lurçat	78120	FONTENAY LE FLEURY	01 30 14 63 30	48.8110489	2.0472658
78		GUYANCOURT	CP	1, Rue de la Division Leclerc	78280	GUYANCOURT	01 30 48 26 70	48.7860923	2.0510732
78		HOUILLES	CP	80, rue Hoche	78800	HOUILLES	01 61 04 76 00	48.925802	2.1859149
78		LA CELLE SAINT CLOUD	CP	8, Avenue Charles de Gaulle	78170	LA CELLE SAINT CLOUD	01 39 69 82 37	48.8484311	2.1370741
78		LE VESINET	CP	32, Boulevard Carnot	78110	LE VESINET	01 30 15 76 60	48.8923654	2.1435839
78		LES MUREAUX	CP	26, Avenue Felix Faure	78130	LES MUREAUX	01 34 92 49 00	48.9975364	1.9112888
78		LES MUREAUX	CS	8, Route des Quarante Sous	78410	AUBERGENVILLE	01 30 95 17 50	48.9618272	1.8534211
78		LES MUREAUX	CS	10, Rue des Ecoles	78250	MEULAN	01 34 92 53 20	49.0052247	1.9102907
78		LES MUREAUX	AN	88, Ave Aristide Briand (Bde des Mineurs)	78130	LES MUREAUX	01 30 22 90 70	48.985866	1.9114847
78		MAISONS LAFFITTE	CP	10, Rue Jean Mermoz	78600	MAISONS LAFFITTE	01 34 93 17 17	48.9463556	2.1449149
78		MANTES LA JOLIE	CP	44-46, Rue Pierre Semard	78200	MANTES LA JOLIE	01 30 94 82 10	48.9909755	1.7003014
78		MANTES LA JOLIE	CS	10, Rue Lafarge  + Compagnie de Sécurisation	78320	LIMAY	01 34 78 29 42	40.742691	-84.1072922
78		MANTES LA JOLIE	CS	Rue Pierre Ronsard - Val Fourré	78200	MANTES LA JOLIE	01 30 94 55 41	48.999431	1.684215
78		MANTES LA JOLIE	CS	99, Route de Houdan	78200	MANTES LA VILLE	01 30 92 36 65	48.9751956	1.712837
78		MARLY LE ROI	CP	1 Bis, Rue de Port Marly	78160	MARLY LE ROI	01 30 08 60 20	48.8819138	2.0797735
78		PLAISIR	CP	889, Ave François Mitterand	78000	PLAISIR	01 30 07 71 30	48.8187549	1.9622263
78		POISSY	CP	16, Boulevard Louis Lemelle	78300	POISSY	01 39 22 27 27	48.926695	2.043508
78		POISSY	CS	1, Ave de Triel	78540	VERNOUILLET	01 30 06 58 10	48.9768523	1.9828954
78		POISSY	AN	Centre équestre du Val de Seine, Chemin du Rouillard	78480	VERNEUIL SUR SEINE	01 30 61 03 56	48.995429	1.96127
78		RAMBOUILLET	CP	4, Rue Pasteur	78320	RAMBOUILLET	01 30 46 27 54	48.6484505	1.8236676
78		SAINT GERMAIN EN LAYE	CP	19, Rue de Pontoise	78100	SAINT GERMAIN EN LAYE	01 39 10 91 00	48.8998407	2.0935178
78		SAINT GERMAIN EN LAYE	CS	1, Place de la Résistance	78230	LE PECQ	01 30 87		
78		SAINT GERMAIN EN LAYE	AN	103, Rue Péreire - SDIG et Brigade des Mineurs	78100	SAINT GERMAIN EN LAYE	01 39 04 20 30		
78		SARTROUVILLE	CP	36, Rue Louise Michel	78500	SARTROUVILLE	01 30 86 56 56	48.9376491	2.1609753
78		TRAPPES	CP	Place des Merisiers	78190	TRAPPES	01 30 50 72 00	48.776338	1.985199
78		VELIZY VILLACOUBLAY	CP	25, Avenue Robert Wagner	78140	VELIZY VILLACOUBLAY	01 34 65 79 00	48.7828575	2.1752742
79	DDSP	NIORT	CP	2, Rue de la Préfecture	79000	NIORT	05 49 28 72 00	46.3243702	-0.4650709
79		NIORT	CS	55, Rue des Combes	79000	CHAURAY	05 49 73 54 20	46.3564885	-0.379862
