nom_contextuel_unite,localite_unite,num_tph_fixe_unite,num_fax_unite,adresse_code_postal,adresse_geographique_unite,lambert93_x,lambert93_y,latitude,longitude
Brigade de proximitÃ© de Gan,GAN,+33 5 59 21 92 19,+33 5 59 21 92 21,64290,13 Rue TeulÃ¨re 64290 GAN,424494,6242789,"-,390280","43,231063"
Brigade de proximitÃ© de VillerÃ©al,VILLEREAL,+33 5 53 49 60 85,+33 5 53 49 60 87,47210,Boulevard Plaisance 47210 VILLEREAL,520635,6395544,",738167","44,635872"
Brigade de proximitÃ© de Tournon-d'Agenais,TOURNON D AGENAIS,+33 5 53 49 62 35,+33 5 53 49 62 37,47370,Place du Foirail 47370 TOURNON D AGENAIS,539859,6367412,",989505","44,387396"
Brigade de proximitÃ© de Sainte-Livrade-sur-Lot,STE LIVRADE SUR LOT,+33 5 53 49 60 90,+33 5 53 49 60 92,47110,Boulevard du Nord 47110 STE LIVRADE SUR LOT,507752,6369451,",585864","44,397647"
Brigade de proximitÃ© de Penne-d'Agenais,PENNE D AGENAIS,+33 5 53 49 64 25,+33 5 53 49 64 27,47140,14 Rue des Ecoles 47140 PENNE D AGENAIS,525516,6368293,",809217","44,391889"
Brigade de proximitÃ© de Monflanquin,MONFLANQUIN,+33 5 53 49 60 80,+33 5 53 49 60 82,47150,Lotissement Clos-des-PÃ¨res Route de Villeneuve 47150 MONFLANQUIN,521924,6381359,",759487","44,508555"
Brigade de proximitÃ© de Monclar,MONCLAR,+33 5 53 49 62 40,+33 5 53 49 62 42,47380,35 Rue Louis pons 47380 MONCLAR,502316,6375873,",515110","44,453911"
Brigade de proximitÃ© de Fumel,FUMEL,+33 5 53 40 44 90,+33 5 53 40 44 92,47500,8 Place Voltaire 47500 FUMEL,538262,6380038,",965381","44,500649"
Brigade de proximitÃ© de CastillonnÃ¨s,CASTILLONNES,+33 5 53 49 60 75,+33 5 53 49 60 77,47330,2 Avenue de la RÃ©publique 47330 CASTILLONNES,509087,6397511,",591875","44,650499"
Brigade de proximitÃ© de Cancon,CANCON,+33 5 53 49 60 70,+33 5 53 49 60 72,47290,Lotissement Bibignie Rue Fernand Pouillon 47290 CANCON,511520,6384400,",627513","44,533184"
Brigade de proximitÃ© de Villeneuve-sur-Lot,VILLENEUVE SUR LOT,+33 5 53 49 75 00,+33 5 53 49 75 19,47300,Caserne Belzunce 11 Boulevard Danton 47300 VILLENEUVE SUR LOT,516782,6370144,",698938","44,406309"
Brigade de proximitÃ© de MÃ©zin,MEZIN,+33 5 53 97 44 80,+33 5 53 97 44 82,47170,Route de Condom 47170 MEZIN,480957,6333224,",265391","44,063878"
Brigade de proximitÃ© de Lavardac,LAVARDAC,+33 5 53 97 44 85,+33 5 53 97 44 87,47230,26 AllÃ©e des AlliÃ©s 47230 LAVARDAC,483893,6345903,",296599","44,178837"
Brigade de proximitÃ© d'HoueillÃ¨s,HOUEILLES,+33 5 53 20 57 40,+33 5 53 20 57 42,47420,2 Chemin de Jautan 47420 HOUEILLES,463106,6348752,",035459","44,197751"
Brigade de proximitÃ© de Damazan,DAMAZAN,+33 5 53 84 88 75,+33 5 53 84 88 77,47160,Route de Buzet Clos-de-la-Mor 47160 DAMAZAN,482631,6358823,",275249","44,294672"
Brigade de proximitÃ© de Casteljaloux,CASTELJALOUX,+33 5 53 20 56 95,+33 5 53 20 56 97,47700,25 Avenue de Marmande 47700 CASTELJALOUX,468394,6362424,",095283","44,322498"
Brigade de proximitÃ© de Tonneins,TONNEINS,+33 5 53 88 30 20,+33 5 53 88 30 22,47400,56 bis Rue Gambetta 47400 TONNEINS,485837,6369523,",310840","44,391921"
Brigade de proximitÃ© de Seyches,SEYCHES,+33 5 53 64 81 95,+33 5 53 64 81 97,47350,Route de Miramont 47350 SEYCHES,485271,6387342,",296080","44,552061"
Brigade de proximitÃ© de Sainte-Bazeille,STE BAZEILLE,+33 5 53 20 40 10,+33 5 53 20 40 12,47180,Rue de la Geyre 47180 STE BAZEILLE,469445,6385081,",098014","44,526663"
Brigade de proximitÃ© de Miramont-de-Guyenne,MIRAMONT DE GUYENNE,+33 5 53 83 39 10,+33 5 53 83 39 12,47800,44 Avenue du 8 Mai 1945 47800 MIRAMONT DE GUYENNE,490279,6392290,",357009","44,598105"
Brigade de proximitÃ© du Mas-d'Agenais,LE MAS D AGENAIS,+33 5 53 89 37 30,+33 5 53 89 37 32,47430,Rue du Bois 47430 LE MAS D AGENAIS,478304,6371848,",215299","44,410487"
Brigade de proximitÃ© de Duras,DURAS,+33 5 53 20 57 65,+33 5 53 20 57 67,47120,Route de Sainte-Foy-La-Grande 47120 DURAS,477155,6401537,",187602","44,677223"
Brigade de proximitÃ© de Cocumont,COCUMONT,+33 5 53 20 57 60,+33 5 53 20 57 62,47250,13 Rue du Muscat de Hambourg 47250 COCUMONT,463645,6376975,",028915","44,451801"
Brigade de proximitÃ© de Castelmoron-sur-Lot,CASTELMORON SUR LOT,+33 5 53 84 88 30,+33 5 53 84 88 32,47260,18 Chemin de Ronde 47260 CASTELMORON SUR LOT,499660,6371249,",483598","44,411550"
Brigade de proximitÃ© de Bouglon,BOUGLON,+33 5 53 20 57 70,+33 5 53 20 57 72,47250,Croix 47250 BOUGLON,468970,6370445,",098806","44,394842"
Brigade de proximitÃ© de Puymirol,PUYMIROL,+33 5 53 68 42 15,+33 5 53 68 42 17,47270,42 Rue d'OrlÃ©ans 47270 PUYMIROL,523969,6345549,",797766","44,186856"
Brigade de proximitÃ© de Prayssas,PRAYSSAS,+33 5 53 68 41 35,+33 5 53 68 41 37,47360,Avenue Emile Zola 47360 PRAYSSAS,502075,6357705,",519255","44,290382"
Brigade de proximitÃ© de Port-Sainte-Marie,PORT STE MARIE,+33 5 53 68 42 20,+33 5 53 68 42 22,47130,43 Avenue du 11 Novembre 1918 47130 PORT STE MARIE,490801,6353927,",379621","44,253116"
Brigade de proximitÃ© de Laroque-Timbaut,LAROQUE TIMBAUT,+33 5 53 68 41 30,+33 5 53 68 41 32,47340,Avenue de Quercy 47340 LAROQUE TIMBAUT,521969,6356262,",768972","44,282741"
Brigade de proximitÃ© de Laplume,LAPLUME,+33 5 53 68 42 10,+33 5 53 68 42 12,47310,13 Route d'Agen 47310 LAPLUME,502436,6338068,",531468","44,113820"
Brigade de proximitÃ© de Beauville,BEAUVILLE,+33 5 53 68 42 05,+33 5 53 68 42 07,47470,Le bourg 47470 BEAUVILLE,532123,6355521,",896404","44,278582"
Brigade de proximitÃ© d'Astaffort,ASTAFFORT,+33 5 53 68 42 25,+33 5 53 68 42 27,47220,Fondragon 47220 ASTAFFORT,511662,6331627,",649071","44,058409"
Brigade de proximitÃ© d'Aiguillon,AIGUILLON,+33 5 53 84 89 15,+33 5 53 84 89 17,47190,Rue Georges Sand 47190 AIGUILLON,487998,6359058,",342375","44,298432"
Brigade de proximitÃ© d'Agen,AGEN,+33 5 53 69 30 39,+33 5 53 69 31 30,47000,15 Rue Valence 47000 AGEN,509299,6347058,",613774","44,196596"
Brigade de proximitÃ© de Villeneuve-de-Marsan,VILLENEUVE DE MARSAN,+33 5 58 45 88 00,+33 5 58 45 88 04,40190,114 Rue des Quinconces 40190 VILLENEUVE DE MARSAN,434651,6315826,"-,303012","43,891484"
Brigade de proximitÃ© d'Hagetmau,HAGETMAU,+33 5 58 79 74 88,+33 5 58 79 74 91,40700,Lotissement Bel-Horizon 74 Rue du Soleil 40700 HAGETMAU,410826,6290473,"-,584871","43,654210"
Brigade de proximitÃ© de Grenade-sur-l'Adour,GRENADE SUR L ADOUR,+33 5 58 03 71 60,+33 5 58 03 71 64,40270,93 Rue RenÃ© Vielle 40270 GRENADE SUR L ADOUR,424060,6303072,"-,427797","43,772754"
Brigade de proximitÃ© de Geaune,GEAUNE,+33 5 58 44 41 98,+33 5 58 44 54 44,40320,20 Route des PyrÃ©nÃ©es 40320 GEAUNE,427634,6287917,"-,375411","43,637897"
Brigade de proximitÃ© d'Aire-sur-l'Adour,AIRE SUR L ADOUR,+33 5 58 71 34 95,+33 5 58 71 34 99,40800,Rue du ChÃ¢teau d'eau 40800 AIRE SUR L ADOUR,436208,6293464,"-,272125","43,691011"
Brigade de proximitÃ© de Saint-Sever,ST SEVER,+33 5 58 76 49 28,+33 5 58 76 49 62,40500,Boulevard de l'EspÃ©rance 40500 ST SEVER,412138,6301515,"-,574821","43,754002"
Brigade de proximitÃ© de Sabres,SABRES,+33 5 58 08 31 50,+33 5 58 08 31 52,40630,Route de Mont-de-Marsan 40630 SABRES,403090,6344007,"-,711809","44,132250"
Brigade de proximitÃ© de Sore,SORE,+33 5 58 07 68 68,+33 5 58 07 68 18,40430,532 Boulevard de la Gare 40430 SORE,415208,6364710,"-,572228","44,323429"
Brigade de proximitÃ© de Pissos,PISSOS,+33 5 58 04 53 20,+33 5 58 04 53 22,40410,376 Route de Mont-de-Marsan 40410 PISSOS,398755,6363363,"-,777489","44,304427"
Brigade de proximitÃ© de Morcenx,MORCENX,+33 5 58 04 78 80,+33 5 58 04 78 83,40110,2 Boulevard Victor Hugo 40110 MORCENX,386534,6333867,"-,912178","44,033902"
Brigade de proximitÃ© de Labouheyre,LABOUHEYRE,+33 5 58 04 41 30,+33 5 58 04 41 32,40210,Quartier du Barrail 68 Route de SolfÃ©rino 40210 LABOUHEYRE,387260,6353733,"-,915416","44,212810"
Brigade de proximitÃ© de Biscarrosse,BISCARROSSE,+33 5 58 82 53 70,+33 5 58 82 53 74,40600,100 Avenue Henri Guillaumet 40600 BISCARROSSE,367991,6374572,"-1,169990","44,391268"
Brigade de proximitÃ© de Parentis-en-Born,PARENTIS EN BORN,+33 5 58 78 97 00,+33 5 58 78 97 10,40160,900 Avenue du LycÃ©e 40160 PARENTIS EN BORN,375685,6370366,"-1,070807","44,357071"
Brigade de proximitÃ© de Tarnos,TARNOS,+33 5 59 64 36 49,+33 5 59 64 36 56,40220,17 Route Nationale 10 40220 TARNOS,338502,6282439,"-1,474101","43,548822"
Brigade de proximitÃ© de Soustons,SOUSTONS,+33 5 58 41 44 48,+33 5 58 41 44 52,40140,8 Passage Carrelot 40140 SOUSTONS,351355,6304749,"-1,330477","43,755699"
Brigade de proximitÃ© de Saint-Vincent-de-Tyrosse,ST VINCENT DE TYROSSE,+33 5 58 77 58 28,+33 5 58 77 58 31,40230,115 Avenue Nationale 40230 ST VINCENT DE TYROSSE,352573,6293981,"-1,308088","43,659549"
Brigade de proximitÃ© de Saint-Martin-de-Seignanx,ST MARTIN DE SEIGNANX,+33 5 59 56 61 08,+33 5 59 56 61 11,40390,2642 Avenue du Quartier Neuf 40390 ST MARTIN DE SEIGNANX,345578,6280246,"-1,385201","43,532691"
Brigade de proximitÃ© de Rion-des-Landes,RION DES LANDES,+33 5 58 57 09 40,+33 5 58 57 09 42,40370,532 Avenue FrÃ©deric Bastiat 40370 RION DES LANDES,385212,6322339,"-,921511","43,929690"
Brigade de proximitÃ© de Pouillon,POUILLON,+33 5 58 98 35 85,+33 5 58 98 35 88,40350,475 Avenue de la LibertÃ© 40350 POUILLON,377143,6286501,"-,999268","43,603962"
Brigade de proximitÃ© de Pontonx-sur-l'Adour,PONTONX SUR L ADOUR,+33 5 58 57 50 34,+33 5 58 57 50 36,40465,325 Avenue du Marensin 40465 PONTONX SUR L ADOUR,384283,6306939,"-,923540","43,790858"
Brigade de proximitÃ© de Peyrehorade,PEYREHORADE,+33 5 58 73 74 90,+33 5 58 73 74 93,40300,91 Avenue de Bourgfelden 40300 PEYREHORADE,368963,6280488,"-1,096554","43,546160"
Brigade de proximitÃ© de Montfort-en-Chalosse,MONTFORT EN CHALOSSE,+33 5 58 98 59 63,+33 5 58 98 59 65,40380,581 Avenue Jean JaurÃ¨s 40380 MONTFORT EN CHALOSSE,391020,6297653,"-,834351","43,710376"
Brigade de proximitÃ© de Lit-et-Mixe,LIT ET MIXE,+33 5 58 42 48 30,+33 5 58 42 48 33,40170,149 Rue du Point-du-Jour 40170 LIT ET MIXE,360531,6335192,"-1,236994","44,033740"
Brigade de proximitÃ© de Castets,CASTETS,+33 5 58 55 08 95,+33 5 58 55 08 98,40260,16 Rue des Gemmeurs 40260 CASTETS,367390,6318809,"-1,140830","43,889779"
Brigade de proximitÃ© de Capbreton,CAPBRETON,+33 5 58 72 74 00,+33 5 58 72 74 04,40130,Place de la Gare 40130 CAPBRETON,342963,6292418,"-1,425921","43,640727"
Brigade de proximitÃ© de Tartas,TARTAS,+33 5 58 73 88 40,+33 5 58 73 88 43,40400,40 Rue Jean JaurÃ¨s 40400 TARTAS,393293,6311024,"-,814196","43,831546"
Brigade de proximitÃ© de Saint-Justin,ST JUSTIN,+33 5 58 44 60 24,+33 5 58 44 60 27,40240,AllÃ©e Gaston PhÂ½bus 40240 ST JUSTIN,440670,6325225,"-,232961","43,978240"
Brigade de proximitÃ© de Roquefort,ROQUEFORT,+33 5 58 45 76 39,+33 5 58 45 76 42,40120,49 Place Georges Lapios 40120 ROQUEFORT,433841,6331895,"-,321492","44,035668"
Brigade de proximitÃ© de Mugron,MUGRON,+33 5 58 97 69 15,+33 5 58 97 69 17,40250,248 Route de Pomarez 40250 MUGRON,396641,6298960,"-,765475","43,724556"
Brigade de proximitÃ© de Gabarret,GABARRET,+33 5 58 44 38 70,+33 5 58 44 38 73,40310,Avenue de la Gare 40310 GABARRET,460080,6325824,",008492","43,990510"
Brigade de proximitÃ© d'Amou,AMOU,+33 5 58 89 29 45,+33 5 58 89 29 47,40330,154 Avenue de la Gare 40330 AMOU,397194,6284088,"-,749861","43,591126"
Brigade de proximitÃ© de Brocas,BROCAS,+33 5 58 51 48 47,+33 5 58 51 48 50,40420,230 Route de l'Ã©tang 40420 BROCAS,416042,6333464,"-,544201","44,042813"
Brigade de proximitÃ© de Villefranche-du-PÃ©rigord,VILLEFRANCHE DU PERIGORD,+33 5 53 28 66 90,,24550,24550 VILLEFRANCHE DU PERIGORD,549861,6393746,"1,107102","44,626612"
Brigade de proximitÃ© de Terrasson-Lavilledieu,TERRASSON LAVILLEDIEU,+33 5 53 51 71 60,+33 5 53 51 71 69,24120,96 Avenue Victor Hugo 24120 TERRASSON LAVILLEDIEU,565561,6449404,"1,289781","45,130818"
Brigade de proximitÃ© de Salignac-Eyvigues,SALIGNAC EYVIGUES,+33 5 53 28 66 85,,24590,Avenue de Sarlat 24590 SALIGNAC EYVIGUES,566624,6431950,"1,308056","44,973907"
Brigade de proximitÃ© de Saint-Cyprien,ST CYPRIEN,+33 5 53 30 80 00,+33 5 53 30 80 03,24220,Lotissement du Pigeonnier 24220 ST CYPRIEN,545516,6420317,"1,044047","44,864807"
Brigade de proximitÃ© de Rouffignac-Saint-Cernin-de-Reilhac,ROUFFIGNAC ST CERNIN DE REILHAC,+33 5 53 35 67 55,+33 5 53 35 67 58,24580,Route de PÃ©rigueux 24580 ROUFFIGNAC ST CERNIN DE REILHAC,540191,6440547,",970072","45,045682"
Brigade de proximitÃ© de Montignac,MONTIGNAC,+33 5 53 51 71 90,,24290,Avenue Jean JaurÃ¨s 24290 MONTIGNAC,556360,6442228,"1,174884","45,064367"
Brigade de proximitÃ© de Domme,DOMME,+33 5 53 28 66 70,+33 5 53 28 66 73,24250,Rue Pont-Carral 24250 DOMME,558666,6413158,"1,212534","44,803176"
Brigade de proximitÃ© de Carlux,CARLUX,+33 5 53 28 66 80,+33 5 53 28 66 83,24370,Le bourg 24370 CARLUX,570609,6422025,"1,361206","44,885323"
Brigade de proximitÃ© du Bugue,LE BUGUE,+33 5 53 03 83 95,+33 5 53 03 83 98,24260,Place Farge 24260 LE BUGUE,536434,6426919,",926915","44,922142"
Brigade de proximitÃ© de BelvÃ¨s,BELVES,+33 5 53 28 66 95,+33 5 53 28 66 98,24170,Rue Tournehil 24170 BELVES,542509,6410566,"1,009103","44,776367"
Brigade de proximitÃ© du Lardin-Saint-Lazare,LE LARDIN ST LAZARE,+33 5 53 51 73 90,+33 5 53 51 73 93,24570,60 Avenue du 8 Mai 1945 24570 LE LARDIN ST LAZARE,559915,6449574,"1,217932","45,131224"
Brigade de proximitÃ© de Sarlat-la-CanÃ©da,SARLAT LA CANEDA,+33 5 53 31 71 10,+33 5 53 31 71 27,24200,Boulevard Henri Arlet 24200 SARLAT LA CANEDA,559219,6422483,"1,216863","44,887224"
Brigade de proximitÃ© de Verteillac,VERTEILLAC,+33 5 53 92 57 60,,24320,Le Pontis 24320 VERTEILLAC,494058,6476152,",369403","45,353882"
Brigade de proximitÃ© de Tocane-Saint-Apre,TOCANE ST APRE,+33 5 53 92 57 55,+33 5 53 92 57 58,24350,Route de RibÃ©rac 24350 TOCANE ST APRE,503906,6462250,",500728","45,231649"
Brigade de proximitÃ© de Saint-Aulaye,ST AULAYE,+33 5 53 92 57 50,+33 5 53 92 57 53,24410,2 Rue EugÃ¨ne Le Roy 24410 ST AULAYE,474953,6457503,",134212","45,180076"
Brigade de proximitÃ© de la Roche-Chalais,LA ROCHE CHALAIS,+33 5 53 91 58 30,+33 5 53 91 58 33,24490,22 Avenue de la Double 24490 LA ROCHE CHALAIS,465451,6454333,",014851","45,148383"
Brigade de proximitÃ© de Neuvic,NEUVIC,+33 5 53 80 86 90,+33 5 53 80 86 99,24190,29 Avenue du GÃ©nÃ©ral de Gaulle 24190 NEUVIC,501241,6446621,",473157","45,090232"
Brigade de proximitÃ© de Mussidan,MUSSIDAN,+33 5 53 80 84 90,+33 5 53 80 84 97,24400,1 Rue des FrÃ¨res Arnaud 24400 MUSSIDAN,492477,6440925,",364237","45,036394"
Brigade de proximitÃ© de Montpon-MÃ©nestÃ©rol,MONTPON MENESTEROL,+33 5 53 80 85 30,+33 5 53 80 85 39,24700,1 AllÃ©e Jean Ferrat 24700 MONTPON MENESTEROL,475367,6439008,",147983","45,013792"
Brigade de proximitÃ© de RibÃ©rac,RIBERAC,+33 5 53 92 57 00,+33 5 53 92 57 15,24600,Rue AndrÃ© Malraux 24600 RIBERAC,491427,6463830,",341119","45,242199"
Brigade de proximitÃ© de Lanouaille,LANOUAILLE,+33 5 53 55 38 95,+33 5 53 55 38 98,24270,44 Rue du PÃ©rigord 24270 LANOUAILLE,554255,6478153,"1,137381","45,387313"
Brigade de proximitÃ© de Thiviers,THIVIERS,+33 5 53 62 28 90,+33 5 53 62 28 98,24800,10 Avenue EugÃ¨ne Le Roy 24800 THIVIERS,537587,6482149,",923115","45,419541"
Brigade de proximitÃ© de Saint-Pardoux-la-RiviÃ¨re,ST PARDOUX LA RIVIERE,+33 5 53 60 78 60,+33 5 53 60 78 63,24470,Le bourg 24470 ST PARDOUX LA RIVIERE,523773,6491152,",743269","45,497166"
Brigade de proximitÃ© de PiÃ©gut-Pluviers,PIEGUT PLUVIERS,+33 5 53 60 78 65,+33 5 53 60 78 68,24360,Rue de la LibÃ©ration 24360 PIEGUT PLUVIERS,519991,6505222,",689594","45,622825"
Brigade de proximitÃ© de Mareuil,MAREUIL,+33 5 53 60 78 90,+33 5 53 60 78 93,24340,31 Rue AndrÃ© Pichon 24340 MAREUIL,499782,6485610,",438548","45,440695"
Brigade de proximitÃ© de Nontron,NONTRON,+33 5 53 60 82 30,+33 5 53 60 82 46,24300,6 Rue des MaÃ®tres des Forges 24300 NONTRON,517955,6495308,",667235","45,533051"
Brigade de proximitÃ© de Villefranche-de-Lonchat,VILLEFRANCHE DE LONCHAT,+33 5 53 80 84 75,,24610,Place du GÃ©nÃ©ral de Gaulle 24610 VILLEFRANCHE DE LONCHAT,467515,6432169,",051623","44,949661"
Brigade de proximitÃ© de Villamblard,VILLAMBLARD,+33 5 53 80 86 10,+33 5 53 80 86 13,24140,5 Route de Saint-Jean d'Estissac 24140 VILLAMBLARD,506299,6438950,",540455","45,022635"
Brigade de proximitÃ© de VÃ©lines,VELINES,+33 5 53 74 60 80,+33 5 53 74 60 83,24230,19 Rue du Lavoir 24230 VELINES,471921,6421712,",112297","44,857041"
Brigade de proximitÃ© de SigoulÃ¨s,SIGOULES,+33 5 53 73 53 40,+33 5 53 73 53 43,24240,3 Chemin du Vicary 24240 SIGOULES,495072,6410150,",409989","44,760237"
Brigade de proximitÃ© de Sainte-AlvÃ¨re,STE ALVERE,+33 5 53 73 53 33,+33 5 53 73 53 36,24510,5 Avenue Jules Ferry 24510 STE ALVERE,527208,6429937,",808980","44,947063"
Brigade de proximitÃ© de Monpazier,MONPAZIER,+33 5 53 74 60 95,,24540,Route de BelvÃ¨s 24540 MONPAZIER,533121,6400133,",893998","44,680278"
Brigade de proximitÃ© de Lalinde,LALINDE,+33 5 53 63 56 30,+33 5 53 63 56 39,24150,20 Avenue du GÃ©nÃ©ral Leclerc 24150 LALINDE,521454,6418048,",740370","44,838603"
Brigade de proximitÃ© de la Force,LA FORCE,+33 5 53 73 53 45,,24130,20 Rue du Docteur Clament 24130 LA FORCE,492813,6422142,",376425","44,867473"
Brigade de proximitÃ© d'Issigeac,ISSIGEAC,+33 5 53 73 52 80,+33 5 53 73 52 83,24560,Route de Mouleydier 24560 ISSIGEAC,510501,6406688,",606192","44,733467"
Brigade de proximitÃ© d'Eymet,EYMET,+33 5 53 74 60 85,+33 5 53 74 60 88,24500,Lieu-dit Bretou 24500 EYMET,493926,6400740,",399431","44,675226"
Brigade de proximitÃ© du Buisson-de-Cadouin,LE BUISSON DE CADOUIN,+33 5 53 74 60 90,,24480,Rue de l'Union 24480 LE BUISSON DE CADOUIN,534867,6418329,",909945","44,844458"
Brigade de proximitÃ© de Beaumont-du-PÃ©rigord,BEAUMONT DU PERIGORD,+33 5 53 27 40 25,+33 5 53 27 40 28,24440,1 Place du 8 Mai 1945 24440 BEAUMONT DU PERIGORD,522054,6410310,",750749","44,769119"
Brigade de proximitÃ© de Bergerac,BERGERAC,+33 5 53 74 70 00,+33 5 53 74 70 06,24100,9 Avenue du PrÃ©sident Wilson 24100 BERGERAC,501657,6420355,",489057","44,853981"
Brigade de proximitÃ© de Vergt,VERGT,+33 5 53 07 89 75,+33 5 53 07 89 78,24380,21 Rue du ChÃ¢teau-Vieux 24380 VERGT,520264,6438759,",717745","45,024691"
Brigade de proximitÃ© de Thenon,THENON,+33 5 53 35 67 70,+33 5 53 35 67 73,24210,Avenue de la LibÃ©ration 24210 THENON,548531,6450909,"1,072754","45,140834"
Brigade de proximitÃ© de Savignac-les-Ãglises,SAVIGNAC LES EGLISES,+33 5 53 05 52 85,+33 5 53 05 52 88,24420,39 Avenue Sylvain Bordas 24420 SAVIGNAC LES EGLISES,536605,6465989,",916016","45,273846"
Brigade de proximitÃ© de Saint-Pierre-de-Chignac,ST PIERRE DE CHIGNAC,+33 5 53 03 81 90,+33 5 53 03 81 93,24330,Lieu-Dit Les Guichoux 24330 ST PIERRE DE CHIGNAC,531711,6448190,",859778","45,112459"
Brigade de proximitÃ© d'Hautefort,HAUTEFORT,+33 5 53 51 71 95,+33 5 53 51 71 98,24390,Lieu-dit Saint-Agnan 24390 HAUTEFORT,553112,6464230,"1,126999","45,261736"
Brigade de proximitÃ© de Saint-Martial-d'AlbarÃ¨de,ST MARTIAL D ALBAREDE,+33 5 53 55 38 90,+33 5 53 55 38 93,24160,36 Avenue de la RÃ©sistance 24160 ST MARTIAL D ALBAREDE,546378,6470937,"1,039044","45,320639"
Brigade de proximitÃ© de BrantÃ´me,BRANTOME,+33 5 53 35 67 50,,24310,12 Avenue du Docteur Devillard 24310 BRANTOME,516013,6476294,",649615","45,361394"
Brigade de proximitÃ© de PÃ©rigueux,PERIGUEUX,+33 5 53 02 71 29,+33 5 53 02 71 28,24000,Caserne Clech 58 Boulevard Bertran de Born 24000 PERIGUEUX,520842,6455889,",718798","45,179015"
Brigade de proximitÃ© de Saint-MÃ©dard-de-GuiziÃ¨res,ST MEDARD DE GUIZIERES,+33 5 57 56 07 20,+33 5 57 56 07 24,33230,127 Rue de la RÃ©publique 33230 ST MEDARD DE GUIZIERES,458667,6439838,"-,064249","45,015628"
Brigade de proximitÃ© de Saint-Ãmilion,ST EMILION,+33 5 57 55 46 00,+33 5 57 55 46 03,33330,19 Grand-Pontet 33330 ST EMILION,450490,6427276,"-,161582","44,899710"
Brigade de proximitÃ© de Sainte-Foy-la-Grande,STE FOY LA GRANDE,+33 5 57 41 93 20,+33 5 57 41 93 29,33220,22 Avenue de Verdun 33220 STE FOY LA GRANDE,480082,6419354,",216588","44,838463"
Brigade de proximitÃ© de Rauzan,RAUZAN,+33 5 57 55 59 80,+33 5 57 55 59 83,33420,16 Rue Peyrue 33420 RAUZAN,452897,6413828,"-,124376","44,779592"
Brigade de proximitÃ© de Lussac,LUSSAC,+33 5 57 55 10 65,+33 5 57 55 10 68,33570,Cours des Girondins 33570 LUSSAC,455744,6432651,"-,097747","44,949941"
Brigade de proximitÃ© de Gensac,GENSAC,+33 5 57 56 06 40,+33 5 57 56 06 44,33890,13 Cours de la Viguerie 33890 GENSAC,468482,6415875,",071535","44,803385"
Brigade de proximitÃ© de Coutras,COUTRAS,+33 5 57 48 42 20,+33 5 57 48 42 24,33230,52 Rue Robert Boulin 33230 COUTRAS,453663,6441661,"-,128637","45,030263"
Brigade de proximitÃ© de Castillon-la-Bataille,CASTILLON LA BATAILLE,+33 5 57 56 05 35,+33 5 57 56 05 39,33350,37 Rue Waldeck-Rousseau 33350 CASTILLON LA BATAILLE,459326,6421783,"-,047048","44,853420"
Brigade de proximitÃ© de Branne,BRANNE,+33 5 57 55 48 45,+33 5 57 55 48 48,33420,32 Rue du Fort Bayard 33420 BRANNE,448294,6419510,"-,185410","44,829052"
Brigade de proximitÃ© de Soulac-sur-Mer,SOULAC SUR MER,+33 5 56 73 33 90,+33 5 56 73 33 93,33780,3 Rue Olivier Guinet 33780 SOULAC SUR MER,378357,6498178,"-1,120980","45,507516"
Brigade de proximitÃ© de Saint-Vivien-de-MÃ©doc,ST VIVIEN DE MEDOC,+33 5 57 75 03 55,+33 5 57 75 03 58,33590,22 Cours Georges Mandel 33590 ST VIVIEN DE MEDOC,384529,6489532,"-1,036384","45,432635"
Brigade de proximitÃ© de Saint-Laurent-MÃ©doc,ST LAURENT MEDOC,+33 5 57 75 14 90,+33 5 57 75 14 98,33112,2 Rue du Docteur Destouesse 33112 ST LAURENT MEDOC,399686,6457179,"-,822741","45,148466"
Brigade de proximitÃ© de Pauillac,PAUILLAC,+33 5 57 75 29 30,+33 5 57 75 29 33,33250,50 Rue du MarÃ©chal Joffre 33250 PAUILLAC,405473,6463031,"-,752727","45,203597"
Brigade de proximitÃ© de Carcans,CARCANS,+33 5 57 17 06 50,+33 5 57 17 06 54,33121,5 Route d'Hourtin 33121 CARCANS,381798,6450968,"-1,046005","45,084590"
Brigade de proximitÃ© de Villandraut,VILLANDRAUT,+33 5 56 25 84 40,+33 5 56 25 84 44,33730,1 Rue du Vieux-Pont 33730 VILLANDRAUT,432148,6379199,"-,367756","44,460428"
Brigade de proximitÃ© de Targon,TARGON,+33 5 57 34 45 30,+33 5 57 34 45 34,33760,16 Rue de la Gendarmerie 33760 TARGON,441827,6408518,"-,261418","44,727796"
Brigade de proximitÃ© de Sauveterre-de-Guyenne,SAUVETERRE DE GUYENNE,+33 5 56 71 68 60,+33 5 56 71 68 64,33540,5 Rue du 8 Mai 1945 33540 SAUVETERRE DE GUYENNE,455648,6404019,"-,084785","44,692324"
Brigade de proximitÃ© de Saint-Symphorien,ST SYMPHORIEN,+33 5 56 65 72 10,+33 5 56 65 72 13,33113,4 Avenue Jean JaurÃ¨s 33113 ST SYMPHORIEN,422860,6376130,"-,482686","44,429201"
Brigade de proximitÃ© de Saint-Macaire,ST MACAIRE,+33 5 57 98 17 60,+33 5 57 98 17 63,33490,3 Place Tourny 33490 ST MACAIRE,443651,6390187,"-,228937","44,563582"
